Normalized radial position,Theory 0.01s,FEM 0.01s,Theory 0.173699s,FEM 0.173699s,Theory 0.649789s,FEM 0.649789s,Theory 1.49688s,FEM 1.49688s,Theory 2.81308s,FEM 2.81308s,Theory 4.80621s,FEM 4.80621s,Theory 7.84s,FEM 7.84s,Theory 12.4589s,FEM 12.4589s,Theory 19.4911s,FEM 19.4911s,Theory 30.1976s,FEM 30.1976s,Theory 46.4982s,FEM 46.4982s,Theory 71.3158s,FEM 71.3158s,Theory 109.101s,FEM 109.101s,Theory 166.628s,FEM 166.628s,Theory 254.213s,FEM 254.213s,Theory 387.56s,FEM 387.56s,Theory 590.581s,FEM 590.581s,Theory 899.68s,FEM 899.68s,Theory 1370.28s,FEM 1370.28s,Theory 2086.77s,FEM 2086.77s
0.9904439233333333,9.431459107745787e-5,9.26097e-5,4.6560838311304836e-5,4.85775e-5,2.5422713480926305e-5,2.6752e-5,1.6996664839061047e-5,1.78442e-5,1.2496780298943401e-5,1.30828e-5,9.61970152282555e-6,1.00581e-5,7.57536750825638e-6,7.9175e-6,6.044035914405567e-6,6.31788e-6,4.8604706526720784e-6,5.08356e-6,3.926771712078803e-6,4.11088e-6,3.1789141114094187e-6,3.33242e-6,2.571502904953341e-6,2.70065e-6,2.0697067073107096e-6,2.17893e-6,1.643526822794543e-6,1.73603e-6,1.2608545152925297e-6,1.34055e-6,8.900365052072911e-7,9.56439e-7,5.344027743817424e-7,5.84143e-7,2.4657921426340187e-7,2.77903e-7,7.596293884904918e-8,9.11257e-8,1.2649204992185452e-8,1.74118e-8
0.9993360966666667,1.4299801461358114e-5,2.28936e-5,3.463098994002533e-6,3.73641e-6,1.7977391494907287e-6,1.91494e-6,1.18913415286805e-6,1.25845e-6,8.709529507179867e-7,9.17893e-7,6.692224015044086e-7,7.04039e-7,5.264815969926231e-7,5.53524e-7,4.1981226647527655e-7,4.41388e-7,3.37483964405106e-7,3.5501e-7,2.72593062669498e-7,2.87014e-7,2.2064670637143837e-7,2.32631e-7,1.7847083849676066e-7,1.88512e-7,1.4363650931027293e-7,1.52088e-7,1.1405601713487297e-7,1.2117e-7,8.749816900319552e-8,9.35663e-8,6.176457020734362e-8,6.67573e-8,3.70851427532978e-8,4.07725e-8,1.7111484897418827e-8,1.93975e-8,5.271485207239871e-9,6.36059e-9,8.777977525610865e-10,1.21535e-9
0.0,9.488818963265524e-5,9.48259e-5,9.551163436984608e-5,9.54727e-5,9.627001463125869e-5,9.62476e-5,9.70861629472398e-5,9.7069e-5,9.797697141329293e-5,9.79966e-5,9.899242945480744e-5,9.90124e-5,0.00010019593517362662,0.000100254,0.00010164833274578015,0.000101748,0.00010341957214000946,0.000103431,0.00010559303620026217,0.000105662,0.0001082418779695919,0.000108766,0.0001109591106578151,0.000111422,0.00011111017279976786,0.00011015,0.00010383139827655453,0.000101373,8.679873457994869e-5,8.42567e-5,6.294666138742659e-5,6.14429e-5,3.794437393393262e-5,3.75955e-5,1.751126569590438e-5,1.78613e-5,5.3946540990201685e-6,5.851e-6,8.98307604894133e-7,1.11753e-6
0.98629098,9.488174797674485e-5,9.4403e-5,6.234134227257509e-5,6.37306e-5,3.5776980646503405e-5,3.73861e-5,2.41864017930453e-5,2.53191e-5,1.7855237303672607e-5,1.86658e-5,1.377091753696892e-5,1.43871e-5,1.0855768609651067e-5,1.13406e-5,8.666644939737542e-6,9.05653e-6,6.972126577399395e-6,7.29058e-6,5.634097610982883e-6,5.89731e-6,4.5617541640563856e-6,4.78142e-6,3.6904640884395015e-6,3.87536e-6,2.970493059370922e-6,3.12692e-6,2.3589139846679146e-6,2.49141e-6,1.8097066590183951e-6,1.92388e-6,1.2774783922448556e-6,1.37263e-6,7.670343673486201e-7,8.38327e-7,3.53917959566694e-7,3.98827e-7,1.0903047286833475e-7,1.30777e-7,1.8155548252911977e-8,2.49881e-8
0.5100684033333334,9.489631023313843e-5,9.4826e-5,9.551163436986388e-5,9.54664e-5,9.627001463125425e-5,9.62398e-5,9.708616294723791e-5,9.70816e-5,9.797697141329145e-5,9.79854e-5,9.899242943459439e-5,9.90043e-5,0.0001001958635428408,0.000100276,0.0001016388858204594,0.000101829,0.00010321735588785091,0.000103331,0.00010410968777024152,0.000103865,0.00010262550121517196,0.000102149,9.736266099301838e-5,9.72436e-5,8.815198313833646e-5,8.89292e-5,7.562996699419551e-5,7.72871e-5,6.0383052267858527e-5,6.24378e-5,4.316878852176355e-5,4.51544e-5,2.596823132371091e-5,2.76061e-5,1.1983100141971562e-5,1.31205e-5,3.6916017957772224e-6,4.29925e-6,6.147185535938483e-7,8.21245e-7
0.99974309,5.561457116045034e-6,9.73959e-6,1.3404335174688953e-6,1.4606e-6,6.956861335222611e-7,7.48356e-7,4.6014871819251736e-7,4.91777e-7,3.3701958951766945e-7,3.58691e-7,2.589570078260045e-7,2.75121e-7,2.0372232432250887e-7,2.16304e-7,1.6244618453603128e-7,1.72484e-7,1.3058909190107883e-7,1.3873e-7,1.0547952485806986e-7,1.12159e-7,8.537890205846196e-8,9.09069e-8,6.905899000905233e-8,7.36662e-8,5.557989231230205e-8,5.94326e-8,4.413376725116e-8,4.73508e-8,3.3857254102776184e-8,3.65637e-8,2.3899685269252882e-8,2.60873e-8,1.4350026787650868e-8,1.5933e-8,6.621257150022101e-9,7.58015e-9,2.0397913640379085e-9,2.48559e-9,3.3966220233092494e-10,4.74934e-10
0.9968103866666667,6.0639983332629393e-5,6.87744e-5,1.6517205015731864e-5,1.76771e-5,8.622299788562703e-6,9.13477e-6,5.7098976808825645e-6,6.01242e-6,4.183807552450894e-6,4.38763e-6,3.215377369698635e-6,3.36613e-6,2.529826156739125e-6,2.64678e-6,2.017388432002872e-6,2.1107e-6,1.6218248484291802e-6,1.6977e-6,1.310013723938406e-6,1.37256e-6,1.0603883994075283e-6,1.1125e-6,8.577068775788038e-7,9.0151e-7,6.903018873525721e-7,7.27321e-7,5.481431427865778e-7,5.79466e-7,4.2050923921654423e-7,4.47456e-7,2.9683578492020766e-7,3.19248e-7,1.7822836584543666e-7,1.94982e-7,8.223649086418473e-8,9.27623e-8,2.533435570914524e-8,3.04174e-8,4.218629025749555e-9,5.812e-9
0.9933509833333334,8.94956007620842e-5,8.80315e-5,3.355369462313066e-5,3.54839e-5,1.7855215825682586e-5,1.8858e-5,1.187174366392192e-5,1.24822e-5,8.711333838839473e-6,9.12674e-6,6.69946550203047e-6,7.00802e-6,5.2730240532228485e-6,5.51292e-6,4.2058401509133275e-6,4.39746e-6,3.3816183031977783e-6,3.53754e-6,2.7316956158294446e-6,2.86029e-6,2.2112817305842616e-6,2.31846e-6,1.7886788997804178e-6,1.87882e-6,1.4395992656468688e-6,1.51583e-6,1.1431468357028481e-6,1.20769e-6,8.769732630669695e-7,9.32561e-7,6.190531798569822e-7,6.65355e-7,3.716966612373671e-7,4.06366e-7,1.715048521548167e-7,1.93327e-7,5.283499922323888e-8,6.33931e-8,8.79798420206817e-9,1.21128e-8
0.30004023733333335,9.489704887399372e-5,9.4826e-5,9.551163436986911e-5,9.54671e-5,9.627001463125763e-5,9.62403e-5,9.708616294723911e-5,9.70795e-5,9.797697141329172e-5,9.7983e-5,9.899242945480604e-5,9.9029e-5,0.00010019593517348827,0.000100245,0.00010164833040857516,0.0001017,0.00010341858452141931,0.000103563,0.00010554571367270235,0.000105805,0.00010766271801017662,0.000107801,0.00010818866901747475,0.000108041,0.00010448591715583296,0.000104222,9.434631483158319e-5,9.42273e-5,7.740519103391293e-5,7.76443e-5,5.581084697359387e-5,5.64796e-5,3.361473343445979e-5,3.45499e-5,1.5512520364799444e-5,1.64162e-5,4.778903565590513e-6,5.37808e-6,7.957739895691298e-7,1.02724e-6
0.6570881199999999,9.489720897452133e-5,9.4826e-5,9.551163436986596e-5,9.54697e-5,9.627001463125573e-5,9.62429e-5,9.708616294723852e-5,9.70746e-5,9.797697086573587e-5,9.79735e-5,9.899155697222793e-5,9.90908e-5,0.00010014248836273948,0.00010029,0.00010100256680254528,0.000100841,0.00010024667587970828,9.96365e-5,9.643932389667289e-5,9.58409e-5,8.925735506059121e-5,8.92938e-5,7.950791038536532e-5,8.04044e-5,6.834082663901302e-5,6.99438e-5,5.6564518121105585e-5,5.85983e-5,4.4324297396751896e-5,4.64495e-5,3.1501231674871875e-5,3.3401e-5,1.893315263377737e-5,2.04092e-5,8.736382000626217e-6,9.70285e-6,2.6913929185590664e-6,3.18008e-6,4.48165661697306e-7,6.07514e-7
0.91776878,9.489512214121083e-5,9.4826e-5,9.551163282073994e-5,9.54678e-5,9.592573346582975e-5,9.56381e-5,9.167426614578677e-5,9.07172e-5,8.184490927047921e-5,8.14683e-5,7.02557038167559e-5,7.07239e-5,5.902895871316456e-5,6.00746e-5,4.9009879227190576e-5,5.0323e-5,4.040985605079112e-5,4.17742e-5,3.316958623418209e-5,3.44678e-5,2.7126396898280003e-5,2.83042e-5,2.2086148109716435e-5,2.31293e-5,1.7849539349355398e-5,1.87585e-5,1.4209424407206953e-5,1.4993e-5,1.0914740185296621e-5,1.15961e-5,7.707835871628079e-6,8.27693e-6,4.628278007099863e-6,5.0548e-6,2.135543661057165e-6,2.40449e-6,6.578907205021889e-7,7.88382e-7,1.0955071923701457e-7,1.50635e-7
