x	E1681
197.419	0.991422
197.569	0.997793
197.719	1.00338
197.869	1.00722
198.019	1.00861
198.169	1.0073
198.319	1.0036
198.469	0.998192
198.619	0.992053
198.769	0.986067
198.919	0.980883
199.069	0.976824
199.219	0.973953
199.369	0.972188
199.519	0.971433
199.669	0.971675
199.819	0.973011
199.969	0.975606
200.119	0.979591
200.269	0.984877
200.419	0.991069
200.569	0.997429
200.719	1.00301
200.869	1.00683
201.019	1.00821
201.169	1.0069
201.319	1.0032
201.469	0.99783
201.619	0.991713
201.769	0.985731
201.919	0.980555
202.069	0.976507
202.219	0.973647
202.369	0.971889
202.519	0.971139
202.669	0.971383
202.819	0.972716
202.969	0.975303
203.119	0.979267
203.269	0.984543
203.419	0.990731
203.569	0.997085
203.719	1.00266
203.869	1.00647
204.019	1.00784
204.169	1.00653
204.319	1.00283
204.469	0.997467
204.619	0.991367
204.769	0.985404
204.919	0.980233
205.069	0.976195
205.219	0.973344
205.369	0.971594
205.519	0.970848
205.669	0.971092
205.819	0.972423
205.969	0.975004
206.119	0.978957
206.269	0.984217
206.419	0.9904
206.569	0.99676
206.719	1.00233
206.869	1.00614
207.019	1.0075
207.169	1.00618
207.319	1.00248
207.469	0.997123
207.619	0.991035
207.769	0.985089
207.919	0.979932
208.069	0.975893
208.219	0.973044
208.369	0.971301
208.519	0.97056
208.669	0.970805
208.819	0.972133
208.969	0.974708
209.119	0.978652
209.269	0.983898
209.419	0.990063
209.569	0.996415
209.719	1.00201
209.869	1.00583
210.019	1.00718
210.169	1.00585
210.319	1.00215
210.469	0.996797
210.619	0.990717
210.769	0.984783
210.919	0.979642
211.069	0.975618
211.219	0.97277
211.369	0.971016
211.519	0.970276
211.669	0.970521
211.819	0.971847
211.969	0.974417
212.119	0.978354
212.269	0.983589
212.419	0.989739
212.569	0.996073
212.719	1.00164
212.869	1.00548
213.019	1.00688
213.169	1.00555
213.319	1.00184
213.469	0.996487
213.619	0.990411
213.769	0.984487
213.919	0.979358
214.069	0.975347
214.219	0.972511
214.369	0.970765
214.519	0.970013
214.669	0.970242
214.819	0.971566
214.969	0.974132
215.119	0.978062
215.269	0.983289
215.419	0.989429
215.569	0.995748
215.719	1.0013
215.869	1.00513
216.019	1.00652
216.169	1.00523
216.319	1.00155
216.469	0.996192
216.619	0.990116
216.769	0.984198
216.919	0.97908
217.069	0.975079
217.219	0.972253
217.369	0.970515
217.519	0.969768
217.669	0.969997
217.819	0.9713
217.969	0.973852
218.119	0.977778
218.269	0.982999
218.419	0.989132
218.569	0.995442
218.719	1.00099
218.869	1.0048
219.019	1.00618
219.169	1.00489
219.319	1.00122
219.469	0.995898
219.619	0.989831
219.769	0.983917
219.919	0.978805
220.069	0.974815
220.219	0.971998
220.369	0.970267
220.519	0.969524
220.669	0.969754
220.819	0.971056
220.969	0.973597
221.119	0.977504
221.269	0.98272
221.419	0.988849
221.569	0.995153
221.719	1.00069
221.869	1.00449
222.019	1.00586
222.169	1.00457
222.319	1.0009
222.469	0.995589
222.619	0.989544
222.769	0.983642
222.919	0.978536
223.069	0.974553
223.219	0.971744
223.369	0.97002
223.519	0.969281
223.669	0.969513
223.819	0.970813
223.969	0.973348
224.119	0.977246
224.269	0.982447
224.419	0.988578
224.569	0.994882
224.719	1.00041
224.869	1.00421
225.019	1.00557
225.169	1.00427
225.319	1.00061
225.469	0.995298
225.619	0.989264
225.769	0.983378
225.919	0.978281
226.069	0.974294
226.219	0.971493
226.369	0.969775
226.519	0.969041
226.669	0.969274
226.819	0.970572
226.969	0.973102
227.119	0.976992
227.269	0.982181
227.419	0.988294
227.569	0.994602
227.719	1.00016
227.869	1.00395
228.019	1.0053
228.169	1.004
228.319	1.00033
228.469	0.995023
228.619	0.988997
228.769	0.983123
228.919	0.97804
229.069	0.974066
229.219	0.971258
229.369	0.969533
229.519	0.968802
229.669	0.969036
229.819	0.970333
229.969	0.97286
230.119	0.976743
230.269	0.981922
230.419	0.988021
230.569	0.994312
230.719	0.999855
230.869	1.00368
231.019	1.00506
231.169	1.00375
231.319	1.00007
231.469	0.994763
231.619	0.98874
231.769	0.982875
231.919	0.977803
232.069	0.973842
232.219	0.971044
232.369	0.969321
232.519	0.968575
232.669	0.968802
232.819	0.970097
232.969	0.972621
233.119	0.976499
233.269	0.981671
233.419	0.98776
233.569	0.994037
233.719	0.999565
233.869	1.00338
234.019	1.00477
234.169	1.0035
234.319	0.99983
234.469	0.994517
234.619	0.988494
234.769	0.982634
234.919	0.977571
235.069	0.973619
235.219	0.970831
235.369	0.969115
235.519	0.968374
235.669	0.968592
235.819	0.969868
235.969	0.972386
236.119	0.976261
236.269	0.981428
236.419	0.987511
236.569	0.993778
236.719	0.999294
236.869	1.00309
237.019	1.00447
237.169	1.0032
237.319	0.999565
237.469	0.994282
237.619	0.988257
237.769	0.982399
237.919	0.977342
238.069	0.973399
238.219	0.970618
238.369	0.96891
238.519	0.968173
238.669	0.968392
238.819	0.969668
238.969	0.972169
239.119	0.976029
239.269	0.981194
239.419	0.987274
239.569	0.993536
239.719	0.999044
239.869	1.00283
240.019	1.0042
240.169	1.00293
240.319	0.999292
240.469	0.994018
240.619	0.988019
240.769	0.982168
240.919	0.977116
241.069	0.97318
241.219	0.970407
241.369	0.968704
241.519	0.967971
241.669	0.968193
241.819	0.969467
241.969	0.971964
242.119	0.975815
242.269	0.980967
242.419	0.987049
242.569	0.99331
242.719	0.998813
242.869	1.00259
243.019	1.00396
243.169	1.00268
243.319	0.999039
243.469	0.993771
243.619	0.987783
243.769	0.981947
243.919	0.976899
244.069	0.972963
244.219	0.970197
244.369	0.9685
244.519	0.967771
244.669	0.967993
244.819	0.969267
244.969	0.97176
245.119	0.975604
245.269	0.980745
245.419	0.986814
245.569	0.993088
245.719	0.998602
245.869	1.00238
246.019	1.00374
246.169	1.00245
246.319	0.998806
246.469	0.993539
246.619	0.987558
246.769	0.981734
246.919	0.976699
247.069	0.972768
247.219	0.969993
247.369	0.968297
247.519	0.967571
247.669	0.967795
247.819	0.969067
247.969	0.971557
248.119	0.975396
248.269	0.980528
248.419	0.986584
248.569	0.99284
248.719	0.99836
248.869	1.00218
249.019	1.00353
249.169	1.00224
249.319	0.99859
249.469	0.993321
249.619	0.987343
249.769	0.981527
249.919	0.976503
250.069	0.972583
250.219	0.969817
250.369	0.968114
250.519	0.967373
250.669	0.967598
250.819	0.96887
250.969	0.971358
251.119	0.975192
251.269	0.980317
251.419	0.986364
251.569	0.992606
251.719	0.99811
251.869	1.00191
252.019	1.00331
252.169	1.00205
252.319	0.99839
252.469	0.993115
252.619	0.987137
252.769	0.981326
252.919	0.976309
253.069	0.972399
253.219	0.969641
253.369	0.967945
253.519	0.967209
253.669	0.967417
253.819	0.968675
253.969	0.971161
254.119	0.974993
254.269	0.980114
254.419	0.986155
254.569	0.992387
254.719	0.997879
254.869	1.00167
255.019	1.00305
255.169	1.00179
255.319	0.998181
255.469	0.992921
255.619	0.986939
255.769	0.981129
255.919	0.976119
256.069	0.972216
256.219	0.969466
256.369	0.967775
256.519	0.967043
256.669	0.967254
256.819	0.968507
256.969	0.970974
257.119	0.974799
257.269	0.979919
257.419	0.985957
257.569	0.992184
257.719	0.997667
257.869	1.00145
258.019	1.00282
258.169	1.00156
258.319	0.997946
258.469	0.992706
258.619	0.986745
258.769	0.980937
258.919	0.97593
259.069	0.972033
259.219	0.96929
259.369	0.967605
259.519	0.966877
259.669	0.967089
259.819	0.968341
259.969	0.970806
260.119	0.974618
260.269	0.97973
260.419	0.985769
260.569	0.991995
260.719	0.997474
260.869	1.00124
261.019	1.00261
261.169	1.00134
261.319	0.99773
261.469	0.992495
261.619	0.986545
261.769	0.980751
261.919	0.975744
262.069	0.971851
262.219	0.969114
262.369	0.967434
262.519	0.96671
262.669	0.966924
262.819	0.968176
262.969	0.970637
263.119	0.974443
263.269	0.979544
263.419	0.985578
263.569	0.99182
263.719	0.997299
263.869	1.00106
264.019	1.00242
264.169	1.00115
264.319	0.997532
264.469	0.992298
264.619	0.986356
264.769	0.980573
264.919	0.975578
265.069	0.971683
265.219	0.968939
265.369	0.967264
265.519	0.966542
265.669	0.966758
265.819	0.96801
265.969	0.970469
266.119	0.97427
266.269	0.979362
266.419	0.985384
266.569	0.99161
266.719	0.997111
266.869	1.0009
267.019	1.00226
267.169	1.00097
267.319	0.997351
267.469	0.992115
267.619	0.986175
267.769	0.9804
267.919	0.975415
268.069	0.97153
268.219	0.968791
268.369	0.967105
268.519	0.966376
268.669	0.966593
268.819	0.967845
268.969	0.970302
269.119	0.9741
269.269	0.979186
269.419	0.985198
269.569	0.99141
269.719	0.996896
269.869	1.00069
270.019	1.00209
270.169	1.00082
270.319	0.997185
270.469	0.991943
270.619	0.986003
270.769	0.980232
270.919	0.975255
271.069	0.971378
271.219	0.968647
271.369	0.966966
271.519	0.966234
271.669	0.966435
271.819	0.967681
271.969	0.970138
272.119	0.973933
272.269	0.979016
272.419	0.985022
272.476	0.987406
272.552	0.990525
272.643	0.99404
272.745	0.997529
272.857	1.00023
272.977	1.00173
273.102	1.00151
273.233	0.999317
273.367	0.995442
273.505	0.990384
273.645	0.984816
273.787	0.979437
273.93	0.97477
274.075	0.971095
274.221	0.968473
274.368	0.966837
274.515	0.966107
274.663	0.966277
274.812	0.96745
274.96	0.9698
275.109	0.973473
275.258	0.978446
275.408	0.98438
275.472	0.987057
275.553	0.990399
275.648	0.994057
275.754	0.997603
275.869	1.00026
275.99	1.00161
276.118	1.00117
276.25	0.998741
276.385	0.99465
276.524	0.98946
276.665	0.983864
276.807	0.978551
276.951	0.974012
277.097	0.970491
277.243	0.96802
277.39	0.966523
277.538	0.965924
277.686	0.966234
277.834	0.967569
277.983	0.970112
278.132	0.973994
278.281	0.979138
278.43	0.985155
278.58	0.991309
278.729	0.996667
278.879	1.00028
279.029	1.00148
279.179	1.00007
279.328	0.99636
279.478	0.991086
279.628	0.985153
279.778	0.979425
279.928	0.974523
280.078	0.970734
280.228	0.968086
280.378	0.966478
280.528	0.96581
280.678	0.966071
280.828	0.967368
280.978	0.969878
281.128	0.973732
281.278	0.978871
281.428	0.984906
281.578	0.991084
281.728	0.996467
281.878	1.0001
282.028	1.00132
282.178	0.999911
282.328	0.996205
282.478	0.990935
282.628	0.985009
282.778	0.979289
282.928	0.974381
283.078	0.970592
283.228	0.967947
283.378	0.966342
283.528	0.965676
283.678	0.965938
283.828	0.967236
283.978	0.969743
284.128	0.973591
284.278	0.97872
284.428	0.984752
284.578	0.990948
284.728	0.99633
284.878	0.999961
285.028	1.00117
285.178	0.999756
285.328	0.996046
285.478	0.990777
285.628	0.984857
285.778	0.979146
285.928	0.97425
286.078	0.970457
286.228	0.967805
286.378	0.966204
286.528	0.965541
286.678	0.965804
286.828	0.967102
286.978	0.969607
287.128	0.973451
287.278	0.978573
287.428	0.984593
287.578	0.990774
287.728	0.996181
287.878	0.999838
288.028	1.00104
288.178	0.999618
288.328	0.995901
288.478	0.990629
288.628	0.984712
288.778	0.979008
288.928	0.97412
289.078	0.970336
289.228	0.967688
289.378	0.966074
289.528	0.965405
289.678	0.96567
289.828	0.966967
289.978	0.969472
290.128	0.973313
290.278	0.97843
290.428	0.984441
290.578	0.99061
290.728	0.996001
290.878	0.999661
291.028	1.00091
291.178	0.999496
291.328	0.99577
291.478	0.990492
291.628	0.984573
291.778	0.978872
291.928	0.973991
292.078	0.970215
292.228	0.967573
292.378	0.965965
292.528	0.965291
292.678	0.96554
292.828	0.966833
292.978	0.969337
293.128	0.973178
293.278	0.978292
293.428	0.984298
293.578	0.990458
293.728	0.995837
293.878	0.999484
294.028	1.00072
294.178	0.999335
294.328	0.995647
294.478	0.990364
294.628	0.98444
294.778	0.97874
294.928	0.973863
295.078	0.970092
295.228	0.967457
295.378	0.965854
295.528	0.965183
295.678	0.965435
295.828	0.966716
295.978	0.969204
296.128	0.973045
296.278	0.978159
296.428	0.984164
296.478	0.986254
296.545	0.989016
296.629	0.9923
296.726	0.995615
296.834	0.998519
296.95	1.00023
297.073	1.00041
297.201	0.998764
297.334	0.995312
297.47	0.990527
297.609	0.98507
297.75	0.979634
297.893	0.974793
298.037	0.970885
298.182	0.96802
298.329	0.966151
298.476	0.96519
298.623	0.965108
298.772	0.965977
298.92	0.967968
299.069	0.97125
299.218	0.97585
299.367	0.981532
299.481	0.98624
299.602	0.991115
299.729	0.995579
299.86	0.998901
299.996	1.00042
300.134	0.999739
300.274	0.996901
300.417	0.992367
300.561	0.986852
300.706	0.981151
300.852	0.975951
300.999	0.971681
301.146	0.968505
301.294	0.966386
301.443	0.96522
301.591	0.964947
301.74	0.965612
301.89	0.967363
302.039	0.970375
302.188	0.974723
302.338	0.980233
302.48	0.986085
302.625	0.991854
302.77	0.996652
302.916	0.999623
303.063	1.0002
303.21	0.998282
303.358	0.994248
303.507	0.988849
303.656	0.982961
303.805	0.977422
303.954	0.972764
304.103	0.969219
304.253	0.966784
304.402	0.965351
304.552	0.964832
304.702	0.965237
304.852	0.96669
305.001	0.969372
305.151	0.973398
305.301	0.978672
305.451	0.984746
305.601	0.990835
305.751	0.995987
305.901	0.999276
306.051	1.00009
306.201	0.998316
306.351	0.994339
306.501	0.988942
306.651	0.98303
306.801	0.977439
306.951	0.97273
307.101	0.969151
307.251	0.966696
307.401	0.965252
307.551	0.964727
307.701	0.965127
307.851	0.966576
308.001	0.969253
308.151	0.973272
308.301	0.978536
308.451	0.984617
308.601	0.990721
308.751	0.995876
308.901	0.999164
309.051	0.999975
309.201	0.998193
309.351	0.994214
309.501	0.988818
309.651	0.982911
309.801	0.97733
309.951	0.972626
310.101	0.969039
310.251	0.966583
310.401	0.965142
310.551	0.964619
310.701	0.965021
310.851	0.966471
311.001	0.969146
311.151	0.973162
311.301	0.978418
311.451	0.984487
311.601	0.99059
311.751	0.995776
311.901	0.999071
312.051	0.999876
312.201	0.998085
312.351	0.994099
312.501	0.988701
312.651	0.982797
312.801	0.977222
312.951	0.972526
313.101	0.968948
313.251	0.966487
313.401	0.965033
313.551	0.964511
313.701	0.964914
313.851	0.966364
314.001	0.969039
314.151	0.973052
314.301	0.978304
314.451	0.984364
314.601	0.990454
314.751	0.995624
314.901	0.998945
315.051	0.999793
315.201	0.997992
315.351	0.993997
315.501	0.988593
315.651	0.982688
315.801	0.977117
315.951	0.972427
316.101	0.968855
316.251	0.9664
316.401	0.964951
316.551	0.964416
316.701	0.964807
316.851	0.966257
317.001	0.968932
317.151	0.972945
317.301	0.978195
317.451	0.984249
317.601	0.99033
317.751	0.995488
317.901	0.998795
318.051	0.999636
318.201	0.99788
318.351	0.993906
318.501	0.988493
318.651	0.982584
318.801	0.977013
318.951	0.972327
319.101	0.96876
319.251	0.96631
319.401	0.964866
319.551	0.964335
319.701	0.964725
319.851	0.966159
320.001	0.968826
320.151	0.97284
320.301	0.97809
320.451	0.984143
320.601	0.990218
320.751	0.995368
320.901	0.998665
321.051	0.999496
321.201	0.997737
321.351	0.993776
321.501	0.988391
321.651	0.982483
321.801	0.97691
321.951	0.972226
322.101	0.968663
322.251	0.966218
322.401	0.964778
322.551	0.96425
322.701	0.964642
322.851	0.966077
323.001	0.968737
323.151	0.97274
323.301	0.977991
323.451	0.984045
323.601	0.990119
323.751	0.995264
323.901	0.998553
324.051	0.999376
324.201	0.997611
324.351	0.993649
324.501	0.98827
324.651	0.982378
324.801	0.976809
324.951	0.972124
325.101	0.968565
325.251	0.966124
325.401	0.964687
325.551	0.964162
325.701	0.964556
325.851	0.965992
326.001	0.96865
326.151	0.972649
326.301	0.977892
326.451	0.983956
326.601	0.990033
326.751	0.995176
326.901	0.99846
327.051	0.999275
327.201	0.997502
327.351	0.993538
327.501	0.988161
327.651	0.982275
327.801	0.976716
327.951	0.972032
328.101	0.968464
328.251	0.966027
328.401	0.964594
328.551	0.964072
328.701	0.964468
328.851	0.965905
329.001	0.968562
329.151	0.972557
329.301	0.977793
329.451	0.983844
329.601	0.989934
329.751	0.995103
329.901	0.998384
330.051	0.999191
330.201	0.99741
330.351	0.99344
330.501	0.988061
330.651	0.982178
330.801	0.976626
330.951	0.97195
331.101	0.968389
331.251	0.965941
331.401	0.9645
331.551	0.96398
331.701	0.964378
331.851	0.965815
332.001	0.968473
332.151	0.972466
332.301	0.977697
332.451	0.983738
332.601	0.989815
332.751	0.994978
332.901	0.998297
333.051	0.999125
333.201	0.997334
333.351	0.993355
333.501	0.987971
333.651	0.982087
333.801	0.976538
333.951	0.971868
334.101	0.968313
334.251	0.965871
334.401	0.964429
334.551	0.963894
334.701	0.964287
334.851	0.965725
335.001	0.968383
335.151	0.972376
335.301	0.977605
335.451	0.98364
335.601	0.989707
335.751	0.994857
335.901	0.998163
336.051	0.999007
336.201	0.99726
336.351	0.993281
336.501	0.987888
336.651	0.982
336.801	0.976451
336.951	0.971785
337.101	0.968235
337.251	0.965798
337.401	0.96436
337.551	0.96383
337.701	0.964214
337.851	0.965637
338.001	0.968294
338.151	0.972288
338.301	0.977517
338.451	0.983551
338.601	0.989612
338.751	0.994752
338.901	0.998047
339.051	0.998882
339.201	0.997131
339.351	0.993182
339.501	0.987812
339.651	0.981916
339.801	0.976365
339.951	0.971701
340.101	0.968155
340.251	0.965723
340.401	0.964289
340.551	0.963761
340.701	0.964148
340.851	0.965571
341.001	0.968216
341.151	0.972202
341.301	0.977434
341.451	0.983469
341.601	0.989528
341.751	0.994663
341.901	0.99795
342.051	0.998776
342.201	0.997019
342.351	0.99307
342.501	0.987706
342.651	0.981831
342.801	0.97628
342.951	0.971616
343.101	0.968073
343.251	0.965644
343.401	0.964214
343.551	0.963689
343.701	0.964078
343.851	0.965503
344.001	0.968146
344.151	0.972127
344.301	0.977353
344.451	0.983396
344.601	0.989457
344.751	0.99459
344.901	0.99787
345.051	0.998689
345.201	0.996925
345.351	0.992973
345.501	0.987611
345.651	0.981743
345.801	0.976201
345.951	0.971534
346.101	0.967988
346.251	0.965563
346.401	0.964136
346.551	0.963614
346.701	0.964005
346.851	0.965431
347.001	0.968073
347.151	0.972051
347.301	0.97727
347.451	0.983306
347.601	0.989386
347.751	0.994531
347.901	0.997808
348.051	0.998619
348.201	0.996846
348.351	0.992889
348.501	0.987526
348.651	0.981661
348.801	0.976126
348.951	0.971468
349.101	0.967921
349.251	0.965483
349.401	0.964056
349.551	0.963537
349.701	0.963929
349.851	0.965356
350.001	0.967999
350.151	0.971975
350.301	0.977189
350.451	0.983216
350.601	0.989282
350.751	0.994439
350.901	0.997758
351.051	0.998565
351.201	0.996784
351.351	0.992818
351.501	0.98745
351.651	0.981585
351.801	0.976053
351.951	0.9714
352.101	0.96786
352.251	0.965428
352.401	0.963992
352.551	0.963459
352.701	0.963852
352.851	0.965281
353.001	0.967924
353.151	0.9719
353.301	0.977111
353.451	0.983132
353.601	0.989188
353.751	0.994331
353.901	0.997636
354.051	0.998484
354.201	0.996734
354.351	0.992757
354.501	0.987381
354.651	0.981512
354.801	0.975982
354.951	0.971332
355.101	0.967797
355.251	0.96537
355.401	0.963938
355.551	0.963407
355.701	0.963786
355.851	0.965204
356.001	0.967849
356.151	0.971826
356.301	0.977038
356.451	0.983056
356.601	0.989105
356.751	0.994239
356.901	0.997533
357.051	0.998371
357.201	0.996626
357.351	0.992687
357.501	0.987319
357.651	0.981443
357.801	0.97591
357.951	0.971263
358.101	0.967731
358.251	0.965308
358.401	0.96388
358.551	0.963352
358.701	0.963734
358.851	0.965148
359.001	0.967779
359.151	0.971754
359.301	0.976969
359.451	0.982988
359.601	0.989034
359.751	0.994162
359.901	0.997447
360.051	0.998276
360.201	0.996526
360.351	0.992588
360.501	0.987236
360.651	0.981374
360.801	0.975839
360.951	0.971191
361.101	0.967662
361.251	0.965243
361.401	0.963818
361.551	0.963294
361.701	0.963678
361.851	0.965093
362.001	0.967724
362.151	0.97169
362.301	0.976903
362.451	0.982927
362.601	0.988975
362.751	0.9941
362.901	0.997378
363.051	0.998199
363.201	0.996443
363.351	0.992502
363.501	0.987153
363.651	0.981299
363.801	0.975772
363.951	0.971119
364.101	0.967591
364.251	0.965175
364.401	0.963754
364.551	0.963232
364.701	0.963618
364.851	0.965035
365.001	0.967665
365.151	0.971628
365.301	0.976833
365.451	0.982858
365.601	0.988927
365.751	0.994053
365.901	0.997326
366.051	0.99814
366.201	0.996376
366.351	0.992429
366.501	0.98708
366.651	0.981229
366.801	0.975709
366.951	0.971064
367.101	0.96753
367.251	0.965105
367.401	0.963686
367.551	0.963167
367.701	0.963555
367.851	0.964973
368.001	0.967604
368.151	0.971566
368.301	0.976765
368.451	0.98278
368.601	0.988838
368.751	0.993991
368.901	0.99729
369.051	0.998097
369.201	0.996323
369.351	0.992369
369.501	0.987015
369.651	0.981165
369.801	0.975649
369.951	0.97101
370.101	0.967481
370.251	0.965058
370.401	0.963626
370.551	0.963101
370.701	0.96349
370.851	0.96491
371.001	0.967541
371.151	0.971503
371.301	0.9767
371.451	0.982708
371.601	0.988755
371.751	0.993894
371.901	0.997199
372.051	0.99805
372.201	0.996285
372.351	0.99232
372.501	0.986958
372.651	0.981104
372.801	0.975589
372.951	0.970954
373.101	0.96743
373.251	0.965012
373.401	0.963584
373.551	0.963053
373.701	0.963428
373.851	0.964845
374.001	0.967478
374.151	0.971441
374.301	0.976638
374.451	0.982643
374.601	0.988683
374.751	0.993811
374.901	0.997104
375.051	0.997946
375.201	0.996207
375.351	0.992277
375.501	0.986907
375.651	0.981047
375.801	0.97553
375.951	0.970897
376.101	0.967377
376.251	0.964962
376.401	0.963538
376.551	0.963011
376.701	0.963388
376.851	0.964794
377.001	0.967415
377.151	0.97138
377.301	0.97658
377.451	0.982586
377.601	0.988622
377.751	0.993744
377.901	0.997027
378.051	0.99786
378.201	0.996116
378.351	0.992186
378.501	0.986844
378.651	0.980992
378.801	0.97547
378.951	0.970837
379.101	0.96732
379.251	0.964908
379.401	0.963488
379.551	0.962964
379.701	0.963343
379.851	0.964751
380.001	0.967371
380.151	0.971325
380.301	0.976526
380.451	0.982536
380.601	0.988573
380.751	0.993691
380.901	0.996967
381.051	0.997792
381.201	0.996041
381.351	0.992109
381.501	0.986771
381.651	0.980928
381.801	0.975413
381.951	0.970776
382.101	0.96726
382.251	0.964851
382.401	0.963434
382.551	0.962913
382.701	0.963295
382.851	0.964704
383.001	0.967324
383.151	0.971275
383.301	0.976468
383.451	0.982485
383.601	0.988534
383.751	0.993652
383.901	0.996924
384.051	0.99774
384.201	0.995982
384.351	0.992046
384.501	0.986707
384.651	0.980869
384.801	0.975361
384.951	0.970727
385.101	0.967202
385.251	0.964792
385.401	0.963377
385.551	0.962859
385.701	0.963243
385.851	0.964653
386.001	0.967274
386.151	0.971223
386.301	0.976411
386.451	0.982417
386.601	0.988468
386.751	0.993619
386.901	0.996896
387.051	0.997705
387.201	0.995939
387.351	0.991994
387.501	0.986652
387.651	0.980815
387.801	0.975311
387.951	0.970683
388.101	0.967164
388.251	0.964748
388.401	0.963319
388.551	0.962802
388.701	0.963188
388.851	0.9646
389.001	0.967222
389.151	0.971171
389.301	0.976356
389.451	0.982355
389.601	0.988394
389.751	0.99353
389.901	0.996836
390.051	0.997686
390.201	0.995908
390.351	0.991954
390.501	0.986604
390.651	0.980764
390.801	0.975262
390.951	0.970638
391.101	0.967124
391.251	0.964712
391.401	0.963288
391.551	0.962757
391.701	0.963132
391.851	0.964546
392.001	0.967169
392.151	0.971119
392.301	0.976304
392.451	0.982299
392.601	0.988331
392.751	0.993456
392.901	0.996749
393.051	0.997593
393.201	0.99586
393.351	0.991923
393.501	0.986562
393.651	0.980716
393.801	0.975213
393.951	0.970591
394.101	0.96708
394.251	0.964672
394.401	0.963252
394.551	0.962725
394.701	0.963098
394.851	0.964498
395.001	0.967115
395.151	0.971069
395.301	0.976255
395.451	0.98225
395.601	0.988278
395.751	0.993395
395.901	0.996678
396.051	0.997514
396.201	0.995775
396.351	0.991852
396.501	0.986518
396.651	0.980671
396.801	0.975163
396.951	0.970541
397.101	0.967033
397.251	0.964629
397.401	0.963212
397.551	0.962687
397.701	0.963064
397.851	0.964465
398.001	0.967076
398.151	0.97102
398.301	0.97621
398.451	0.982209
398.601	0.988236
398.751	0.993349
398.901	0.996625
399.051	0.997452
399.201	0.995707
399.351	0.991783
399.501	0.986453
399.651	0.980619
399.801	0.975113
399.951	0.97049
400.101	0.966983
400.251	0.964582
400.401	0.963168
400.551	0.962646
400.701	0.963025
400.851	0.964427
401.001	0.967038
401.151	0.97098
401.301	0.976164
401.451	0.982174
401.601	0.988205
401.751	0.993318
401.901	0.996588
402.051	0.997407
402.201	0.995655
402.351	0.991726
402.501	0.986397
402.651	0.980568
402.801	0.97507
402.951	0.970446
403.101	0.96693
403.251	0.964531
403.401	0.96312
403.551	0.962601
403.701	0.962982
403.851	0.964386
404.001	0.966998
404.151	0.970938
404.301	0.976116
404.451	0.982115
404.601	0.988161
404.751	0.993299
404.901	0.996566
405.051	0.997378
405.201	0.995617
405.351	0.991682
405.501	0.986349
405.651	0.980522
405.801	0.975029
405.951	0.970411
406.101	0.966899
406.251	0.964488
406.401	0.96307
406.551	0.962553
406.701	0.962936
406.851	0.964342
407.001	0.966955
407.151	0.970894
407.301	0.97607
407.451	0.98206
407.601	0.988094
407.751	0.993229
407.901	0.996535
408.051	0.997364
408.201	0.995593
408.351	0.991648
408.501	0.986309
408.651	0.98048
408.801	0.974988
408.951	0.970374
409.101	0.966868
409.251	0.964461
409.401	0.96304
409.551	0.962509
409.701	0.962888
409.851	0.964296
410.001	0.96691
410.151	0.970851
410.301	0.976025
410.451	0.982012
410.601	0.988038
410.751	0.99316
410.901	0.996453
411.051	0.997301
411.201	0.995572
411.351	0.991624
411.501	0.986275
411.651	0.98044
411.801	0.974948
411.951	0.970336
412.101	0.966833
412.251	0.96443
412.401	0.963013
412.551	0.962485
412.701	0.962855
412.851	0.964249
413.001	0.966865
413.151	0.970808
413.301	0.975984
413.451	0.98197
413.601	0.987991
413.751	0.993105
413.901	0.996388
414.051	0.997226
414.201	0.995493
414.351	0.991576
414.501	0.986246
414.651	0.980403
414.801	0.974906
414.951	0.970295
415.101	0.966794
415.251	0.964395
415.401	0.962981
415.551	0.962457
415.701	0.96283
415.851	0.964225
416.001	0.966828
416.151	0.970766
416.301	0.975947
416.451	0.981935
416.601	0.987956
416.751	0.993064
416.901	0.996339
417.051	0.997169
417.201	0.99543
417.351	0.991511
417.501	0.986188
417.651	0.980362
417.801	0.974864
417.951	0.970251
418.101	0.966752
418.251	0.964356
418.401	0.962945
418.551	0.962423
418.701	0.962799
418.851	0.964196
419.001	0.9668
419.151	0.970733
419.301	0.97591
419.451	0.981907
419.601	0.98793
419.751	0.993038
419.901	0.996307
420.051	0.997129
420.201	0.995382
420.351	0.99146
420.501	0.986138
420.651	0.980318
420.801	0.974827
420.951	0.97021
421.101	0.966707
421.251	0.964314
421.401	0.962905
421.551	0.962386
421.701	0.962764
421.851	0.964163
422.001	0.966767
422.151	0.970699
422.301	0.97587
422.451	0.981863
422.601	0.987906
422.751	0.993025
422.901	0.99629
423.051	0.997104
423.201	0.995349
423.351	0.991421
423.501	0.986096
423.651	0.980278
423.801	0.974793
423.951	0.970182
424.101	0.966677
424.251	0.964271
424.401	0.962862
424.551	0.962346
424.701	0.962726
424.851	0.964127
425.001	0.966732
425.151	0.970663
425.301	0.97583
425.451	0.981815
425.601	0.987845
425.751	0.992979
425.901	0.996287
426.051	0.997095
426.201	0.99533
426.351	0.991393
426.501	0.986062
426.651	0.980243
426.801	0.97476
426.951	0.970153
427.101	0.966653
427.251	0.964251
427.401	0.962832
427.551	0.962303
427.701	0.962685
427.851	0.964087
428.001	0.966695
428.151	0.970627
428.301	0.975793
428.451	0.981773
428.601	0.987794
428.751	0.992914
428.901	0.996209
