Nondimentionalized time,Theory radial position 2.97133177mm,FEM radial position 2.97133177mm,Theory radial position 2.99800829mm,FEM radial position 2.99800829mm,Theory radial position 0.0mm,FEM radial position 0.0mm,Theory radial position 2.95887294mm,FEM radial position 2.95887294mm,Theory radial position 1.53020521mm,FEM radial position 1.53020521mm,Theory radial position 2.99922927mm,FEM radial position 2.99922927mm,Theory radial position 2.99043116mm,FEM radial position 2.99043116mm,Theory radial position 2.98005295mm,FEM radial position 2.98005295mm,Theory radial position 0.900120712mm,FEM radial position 0.900120712mm,Theory radial position 1.97126436mm,FEM radial position 1.97126436mm,Theory radial position 2.75330634mm,FEM radial position 2.75330634mm,Theory radial position 2.49612475mm,FEM radial position 2.49612475mm,Theory radial position 2.99342252mm,FEM radial position 2.99342252mm,Theory radial position 2.64740804mm,FEM radial position 2.64740804mm,Theory radial position 2.99872651mm,FEM radial position 2.99872651mm,Theory radial position 2.82743515mm,FEM radial position 2.82743515mm,Theory radial position 2.87932532mm,FEM radial position 2.87932532mm,Theory radial position 2.9995812mm,FEM radial position 2.9995812mm,Theory radial position 2.98615778mm,FEM radial position 2.98615778mm,Theory radial position 2.99982755mm,FEM radial position 2.99982755mm,Theory radial position 2.91564843mm,FEM radial position 2.91564843mm,Theory radial position 2.94107462mm,FEM radial position 2.94107462mm,Theory radial position 2.99698225mm,FEM radial position 2.99698225mm,Theory radial position 3.0mm,FEM radial position 3.0mm,Theory radial position 2.99551648mm,FEM radial position 2.99551648mm,Theory radial position 2.28000576mm,FEM radial position 2.28000576mm
0.00010574889099370563,4.6560838311304836e-5,4.85775e-5,3.463098994002533e-6,3.73641e-6,9.551163436984608e-5,9.54727e-5,6.234134227257509e-5,6.37306e-5,9.551163436986388e-5,9.54664e-5,1.3404335174688953e-6,1.4606e-6,1.6517205015731864e-5,1.76771e-5,3.355369462313066e-5,3.54839e-5,9.551163436986911e-5,9.54671e-5,9.551163436986596e-5,9.54697e-5,9.551163282073994e-5,9.54678e-5,9.551163436986823e-5,9.54698e-5,1.1399888393073159e-5,1.22299e-5,9.551163436987094e-5,9.54672e-5,2.2146714730227614e-6,2.39796e-6,9.550415907110533e-5,9.55143e-5,9.496117802339107e-5,9.44536e-5,7.283812699191907e-7,8.04333e-7,2.3692507697122085e-5,2.525e-5,2.9992735116826774e-7,3.44938e-7,9.038127248981298e-5,8.93457e-5,7.851528836605581e-5,7.84866e-5,5.245021109445839e-6,5.64617e-6,-0.0,1.55777e-7,7.785657389160227e-6,8.36685e-6,9.551163436986632e-5,9.54679e-5
0.0001231966452524441,4.3570491541090536e-5,4.55371e-5,3.2097134951481514e-6,3.45441e-6,9.557594138314882e-5,9.55379e-5,5.8871463802100024e-5,6.04042e-5,9.557594138315968e-5,9.55323e-5,1.2423058188645175e-6,1.35028e-6,1.5325193872273687e-5,1.63705e-5,3.1246833843978286e-5,3.30424e-5,9.557594138316498e-5,9.5533e-5,9.55759413831616e-5,9.55356e-5,9.55759253624099e-5,9.55469e-5,9.557594138316344e-5,9.55369e-5,1.0570914563097858e-5,1.13154e-5,9.557594138315867e-5,9.5529e-5,2.052570461092526e-6,2.21689e-6,9.555169952295361e-5,9.55354e-5,9.456794095527049e-5,9.38869e-5,6.750559361251757e-7,7.43579e-7,2.2009426973164648e-5,2.34273e-5,2.779689460499262e-7,3.18883e-7,8.850657149898035e-5,8.75599e-5,7.529989768078493e-5,7.55649e-5,4.8615662103268e-6,5.22055e-6,-0.0,1.4401e-7,7.2174410239306656e-6,7.73777e-6,9.557594138316232e-5,9.55331e-5
0.0001428080939400027,4.081101022662233e-5,4.27158e-5,2.9823197310980334e-6,3.20321e-6,9.564301843414591e-5,9.56043e-5,5.557297755149138e-5,5.72073e-5,9.564301843415117e-5,9.56019e-5,1.1542539571560144e-6,1.25203e-6,1.4252260686389183e-5,1.52008e-5,2.9148631081602807e-5,3.08214e-5,9.564301843415666e-5,9.56025e-5,9.564301843415311e-5,9.56039e-5,9.564290541648016e-5,9.56338e-5,9.564301843415471e-5,9.56064e-5,9.825978964537458e-6,1.0499e-5,9.564301843379917e-5,9.55937e-5,1.9071090323350603e-6,2.0556e-6,9.55779364996234e-5,9.55008e-5,9.396312834058918e-5,9.3129e-5,6.272067755270944e-7,6.89468e-7,2.0489307900727565e-5,2.17868e-5,2.5826562739836273e-7,2.95677e-7,8.635688401167221e-5,8.55623e-5,7.205109429754834e-5,7.25894e-5,4.51738506160675e-6,4.84129e-6,-0.0,1.3353e-7,6.707230854489973e-6,7.17686e-6,9.564301843415412e-5,9.56015e-5
0.0001648559818802732,3.825830622404203e-5,4.00938e-5,2.776812070207074e-6,2.97753e-6,9.571315935607746e-5,9.56731e-5,5.24449680040216e-5,5.41459e-5,9.571315935607884e-5,9.56752e-5,1.0746845133060371e-6,1.16377e-6,1.3280173486496805e-5,1.41458e-5,2.7230977127008505e-5,2.87916e-5,9.571315935608406e-5,9.56752e-5,9.57131593560806e-5,9.56748e-5,9.571257094006174e-5,9.57247e-5,9.571315935608171e-5,9.56779e-5,9.151988120515557e-6,9.76422e-6,9.571315934635758e-5,9.56633e-5,1.7756566896451872e-6,1.91073e-6,9.556279855919612e-5,9.5388e-5,9.3115996029967e-5,9.21687e-5,5.839676472524827e-7,6.40865e-7,1.9108136151245674e-5,2.03006e-5,2.404607008128221e-7,2.74834e-7,8.39731470755515e-5,8.33784e-5,6.880906948826437e-5,6.95927e-5,4.206285015304471e-6,4.5005e-6,-0.0,1.24117e-7,6.245915378648018e-6,6.6726e-6,9.571315935608162e-5,9.56735e-5
0.00018964653819472345,3.5891711139240376e-5,3.76536e-5,2.5899957388501278e-6,2.77339e-6,9.578665520593617e-5,9.57456e-5,4.948366936504375e-5,5.12223e-5,9.578665520593472e-5,9.57517e-5,1.0023579223430657e-6,1.08395e-6,1.2394639309376483e-5,1.31883e-5,2.5471164489207012e-5,2.6929e-5,9.578665520593975e-5,9.57513e-5,9.578665520593654e-5,9.5749e-5,9.578425721011935e-5,9.58127e-5,9.578665520593734e-5,9.57513e-5,8.538719901409148e-6,9.09859e-6,9.57866550451273e-5,9.57398e-5,1.6561669228486461e-6,1.77969e-6,9.547893476859999e-5,9.5174e-5,9.200803961254267e-5,9.10008e-5,5.446647794710796e-7,5.96907e-7,1.7846914788036125e-5,1.89468e-5,2.242766966993742e-7,2.55982e-7,8.139883458637766e-5,8.10356e-5,6.560504820408727e-5,6.6602e-5,3.923445249416593e-6,4.19217e-6,-0.0,1.15603e-7,5.826395034785591e-6,6.21618e-6,9.578665520593747e-5,9.57495e-5
0.00021752434674568097,3.369335321551215e-5,3.53795e-5,2.4193329778743993e-6,2.58768e-6,9.586380044675826e-5,9.58231e-5,4.668354278272249e-5,4.84366e-5,9.586380044675489e-5,9.58314e-5,9.362897839139062e-7,1.01134e-6,1.158422906752188e-5,1.23149e-5,2.3850546835447597e-5,2.52139e-5,9.586380044675968e-5,9.58304e-5,9.586380044675662e-5,9.58268e-5,9.585579962235243e-5,9.58877e-5,9.586380044675711e-5,9.5827e-5,7.978030559624818e-6,8.49229e-6,9.586379867575287e-5,9.58252e-5,1.5470143732749832e-6,1.66048e-6,9.529348222635864e-5,9.48367e-5,9.063346840225412e-5,8.96262e-5,5.087631128480043e-7,5.56919e-7,1.669033071390133e-5,1.77079e-5,2.0949327176106203e-7,2.38833e-7,7.86769335123227e-5,7.85621e-5,6.2462798405849e-5,6.36399e-5,3.665034904873806e-6,3.91162e-6,-0.0,1.07859e-7,5.443023564245777e-6,5.80075e-6,9.58638004467575e-5,9.58296e-5
0.00024887478135797507,3.1647851573599394e-5,3.32577e-5,2.2627859769137835e-6,2.41791e-6,9.594489012358374e-5,9.59065e-5,4.403823304062357e-5,4.57867e-5,9.59448901235794e-5,9.5914e-5,8.756897948359265e-7,9.44964e-7,1.0839713662265738e-5,1.15146e-5,2.2353729336316033e-5,2.36301e-5,9.594489012358382e-5,9.59127e-5,9.594489012358096e-5,9.59089e-5,9.592226181673665e-5,9.59362e-5,9.59448901235761e-5,9.59056e-5,7.463364455855656e-6,7.93748e-6,9.594487617813833e-5,9.59204e-5,1.4468940754764622e-6,1.55152e-6,9.49711326345289e-5,9.43562e-5,8.899831220748066e-5,8.80508e-5,4.75833098510087e-7,5.20368e-7,1.5625934568025714e-5,1.65699e-5,1.9593353467071416e-7,2.23158e-7,7.584820927964621e-5,7.59856e-5,5.940026456779347e-5,6.07247e-5,3.427976828304796e-6,3.65512e-6,-0.0,1.0078e-7,5.091262452869738e-6,5.42082e-6,9.594489012358172e-5,9.59137e-5
0.0002841319202892728,2.97416943370268e-5,3.12758e-5,2.118679795756266e-6,2.26208e-6,9.603023022263897e-5,9.59957e-5,4.154075508613203e-5,4.32697e-5,9.603023022263413e-5,9.6e-5,8.199085123619237e-7,8.84047e-7,1.0153466157261772e-5,1.07787e-5,2.0967713848341964e-5,2.21638e-5,9.603023022263826e-5,9.59987e-5,9.603023022263581e-5,9.59959e-5,9.597446877437858e-5,9.5942e-5,9.603023022244393e-5,9.59885e-5,6.989320357903574e-6,7.4278e-6,9.603014718558638e-5,9.60248e-5,1.3547335892852495e-6,1.45151e-6,9.44777370167763e-5,9.37155e-5,8.711835122726609e-5,8.62853e-5,4.4552175754207277e-7,4.86822e-7,1.4643370652172456e-5,1.5521e-5,1.8345212743874613e-7,2.08772e-7,7.29497623042569e-5,7.33326e-5,5.643041379938075e-5,5.78713e-5,3.2097410243673807e-6,3.41967e-6,-0.0,9.42833e-8,4.767377699611904e-6,5.07198e-6,9.60302302226364e-5,9.60017e-5
0.00030440270523637337,2.879112997244315e-5,3.02482e-5,2.0474100835331496e-6,2.18203e-6,9.60769203634615e-5,9.60456e-5,4.028427537685007e-5,4.1953e-5,9.607692036345665e-5,9.60474e-5,7.923220467994195e-7,8.52756e-7,9.81377169732746e-6,1.04002e-5,2.027949916877348e-5,2.14071e-5,9.607692036346061e-5,9.60463e-5,9.607692036345818e-5,9.60442e-5,9.599149155822193e-5,9.5929e-5,9.607692036242186e-5,9.60347e-5,6.754781957584062e-6,7.16586e-6,9.60767277123733e-5,9.60836e-5,1.3091554236813292e-6,1.40013e-6,9.413939329180948e-5,9.33188e-5,8.603911383820337e-5,8.52783e-5,4.3053143851127354e-7,4.69591e-7,1.415650548120687e-5,1.4981e-5,1.7727952027179026e-7,2.01383e-7,7.140886310283167e-5,7.18842e-5,5.4909024269588515e-5,5.63547e-5,3.1018038613526567e-6,3.29871e-6,-0.0,9.0946e-8,4.607169827581492e-6,4.89274e-6,9.607692036345875e-5,9.60503e-5
0.0003483006193585108,2.701164340126683e-5,2.84068e-5,1.914977172911512e-6,2.04058e-6,9.617300650392252e-5,9.61465e-5,3.7913430531986467e-5,3.95609e-5,9.617300650391789e-5,9.6143e-5,7.410626230717002e-7,7.97463e-7,9.182052680828903e-6,9.73041e-6,1.8996088706464492e-5,2.00607e-5,9.617300650392141e-5,9.61426e-5,9.617300650391927e-5,9.61428e-5,9.599056671317432e-5,9.58269e-5,9.617300648340981e-5,9.61307e-5,6.318809128819975e-6,6.70266e-6,9.617214960337387e-5,9.62014e-5,1.2244641741067617e-6,1.30935e-6,9.329483232299037e-5,9.23669e-5,8.374368229000706e-5,8.31706e-5,4.0267748232215233e-7,4.39142e-7,1.3250276486111036e-5,1.40236e-5,1.6581003102568837e-7,1.88325e-7,6.835304613844967e-5,6.90658e-5,5.199129021428774e-5,5.35293e-5,2.9012264010332217e-6,3.08494e-6,-0.0,8.50489e-8,4.309429118002806e-6,4.57593e-6,9.617300650391954e-5,9.61473e-5
0.0003955950588656756,2.5422713480926305e-5,2.6752e-5,1.7977391494907287e-6,1.91494e-6,9.627001463125869e-5,9.62476e-5,3.5776980646503405e-5,3.73861e-5,9.627001463125425e-5,9.62398e-5,6.956861335222611e-7,7.48356e-7,8.622299788562703e-6,9.13477e-6,1.7855215825682586e-5,1.8858e-5,9.627001463125763e-5,9.62403e-5,9.627001463125573e-5,9.62429e-5,9.592573346582975e-5,9.56381e-5,9.627001438590037e-5,9.62316e-5,5.932698883785187e-6,6.29103e-6,9.626704157937054e-5,9.63127e-5,1.1494919482649934e-6,1.22873e-6,9.225380477362587e-5,9.12714e-5,8.137062829724998e-5,8.10052e-5,3.780203734058209e-7,4.12099e-7,1.2446440929483205e-5,1.3171e-5,1.5565693065645436e-7,1.76728e-7,6.543662979008925e-5,6.63474e-5,4.931212475090686e-5,5.09046e-5,2.7236529052766283e-6,2.89506e-6,-0.0,7.98117e-8,4.045805442769657e-6,4.29448e-6,9.62700146312558e-5,9.62441e-5
0.0004456065969197804,2.4015796192580002e-5,2.52783e-5,1.6946677862321689e-6,1.80415e-6,9.636651999023196e-5,9.63468e-5,3.3870856147227534e-5,3.54303e-5,9.636651999022805e-5,9.63368e-5,6.557939611579224e-7,7.05052e-7,8.129810373132498e-6,8.60895e-6,1.6848756349531303e-5,1.77923e-5,9.636651999023096e-5,9.63383e-5,9.636651999022937e-5,9.63428e-5,9.578156296406054e-5,9.53611e-5,9.636651806968418e-5,9.63363e-5,5.5931288699774145e-6,5.92787e-6,9.635815800234453e-5,9.64091e-5,1.0835804659375825e-6,1.15763e-6,9.10539066318475e-5,9.00678e-5,7.899879529608118e-5,7.88421e-5,3.5634346389683837e-7,3.88253e-7,1.1738583152350891e-5,1.24174e-5,1.4673100345609223e-7,1.66501e-7,6.270799649244376e-5,6.37755e-5,4.688430126738974e-5,4.85005e-5,2.567529831444103e-6,2.72761e-6,-0.0,7.51933e-8,3.8140046594822932e-6,4.04624e-6,9.636651999022927e-5,9.63394e-5
0.0004977921790946833,2.2772666501576157e-5,2.397e-5,1.604131159384169e-6,1.70659e-6,9.646164837072157e-5,9.64432e-5,3.217602404237338e-5,3.36796e-5,9.646164837071813e-5,9.64334e-5,6.207540150340983e-7,6.66923e-7,7.696940638542555e-6,8.14553e-6,1.596218100453625e-5,1.68502e-5,9.646164837072077e-5,9.64357e-5,9.646164837071927e-5,9.64412e-5,9.554975347967584e-5,9.49999e-5,9.646163773319862e-5,9.64437e-5,5.2947702883618714e-6,5.60796e-6,9.644183684420065e-5,9.64839e-5,1.0256856023018479e-6,1.09503e-6,8.97372861605089e-5,8.87894e-5,7.668221336147849e-5,7.6723e-5,3.373032510660778e-7,3.67256e-7,1.1115968338474177e-5,1.17525e-5,1.3889080025158926e-7,1.57497e-7,6.018450201996357e-5,6.13715e-5,4.469760802658819e-5,4.63147e-5,2.430388154229288e-6,2.58016e-6,-0.0,7.11268e-8,3.6103700226432073e-6,3.82762e-6,9.646164837071611e-5,9.64329e-5
0.0005517165095218964,2.167275559662483e-5,2.28081e-5,1.5244171342738482e-6,1.62055e-6,9.655488217498596e-5,9.65365e-5,3.06685964636325e-5,3.21139e-5,9.655488217498288e-5,9.6529e-5,5.899033104766128e-7,6.33292e-7,7.315615375191024e-6,7.73649e-6,1.517973982760583e-5,1.60165e-5,9.655488217498524e-5,9.65317e-5,9.655488217498393e-5,9.65374e-5,9.522903001211956e-5,9.45626e-5,9.6554837575969e-5,9.65523e-5,5.0320151630567625e-6,5.3257e-6,9.651401005736155e-5,9.65317e-5,9.747121127925876e-7,1.03981e-6,8.834369089289367e-5,8.74653e-5,7.44544961779807e-5,7.46748e-5,3.205394550785884e-7,3.48736e-7,1.056716309964094e-5,1.11652e-5,1.3198796499668607e-7,1.49555e-7,5.7865406122860374e-5,5.91404e-5,4.273175234457518e-5,4.43339e-5,2.309636453826812e-6,2.45009e-6,-0.0,6.75401e-8,3.4310602121429797e-6,3.63476e-6,9.655488217492917e-5,9.65244e-5
