x	E1681
177.856	0.978249
178	0.974667
178.148	0.974201
178.296	0.973821
178.444	0.973492
178.5	0.973374
178.649	0.976363
178.798	0.980244
178.947	0.985024
179.097	0.990722
179.161	0.993433
179.242	0.997122
179.337	1.00179
179.443	1.00746
179.5	1.01068
179.622	1.01107
179.749	1.0114
179.881	1.01168
180	1.01191
180.138	1.00488
180.279	0.998333
180.422	0.992324
180.566	0.986894
180.711	0.982062
180.857	0.977833
181	0.974303
181.148	0.973837
181.296	0.973457
181.444	0.973128
181.5	0.973011
181.649	0.975987
181.798	0.979855
181.948	0.984624
182.097	0.99031
182.168	0.993329
182.253	0.997205
182.351	1.00206
182.459	1.00791
182.5	1.01023
182.623	1.01063
182.752	1.01096
182.885	1.01125
183	1.01147
183.139	1.00442
183.28	0.99787
183.423	0.991863
183.568	0.986441
183.713	0.981622
183.86	0.97741
184	0.973951
184.148	0.973485
184.296	0.973105
184.444	0.972776
184.5	0.972659
184.649	0.975623
184.798	0.97948
184.948	0.984238
185.097	0.989913
185.168	0.992928
185.255	0.996901
185.355	1.00185
185.465	1.00779
185.5	1.0098
185.624	1.0102
185.754	1.01053
185.887	1.01082
186	1.01104
186.139	1.00399
186.281	0.997438
186.424	0.991436
186.569	0.986024
186.714	0.981219
186.861	0.977021
187	0.97361
187.148	0.973144
187.296	0.972763
187.445	0.972435
187.5	0.972318
187.649	0.97527
187.798	0.979116
187.948	0.983862
188.097	0.989526
188.176	0.99285
188.268	0.997117
188.373	1.00235
188.486	1.00857
188.5	1.00938
188.627	1.00979
188.758	1.01013
188.893	1.01042
189	1.01063
189.14	1.00354
189.283	0.996973
189.427	0.990966
189.572	0.985559
189.718	0.980766
189.865	0.976586
190	0.973282
190.148	0.972814
190.296	0.972434
190.445	0.972105
190.5	0.97199
190.649	0.974931
190.799	0.978766
190.948	0.983503
191.098	0.989159
191.176	0.992478
191.267	0.996645
191.369	1.00178
191.481	1.00791
191.5	1.00898
191.626	1.00939
191.756	1.00972
191.891	1.01001
192	1.01022
192.14	1.00317
192.282	0.996619
192.426	0.990629
192.571	0.985237
192.717	0.980456
192.863	0.976286
193	0.97296
193.148	0.972493
193.296	0.972113
193.445	0.971784
193.5	0.971668
193.649	0.974597
193.798	0.97842
193.948	0.983143
194.097	0.988787
194.176	0.9921
194.269	0.996354
194.373	1.00158
194.486	1.00778
194.5	1.00858
194.627	1.00899
194.758	1.00933
194.893	1.00963
195	1.00983
195.14	1.00277
195.283	0.996224
195.427	0.99024
195.572	0.984857
195.718	0.980088
195.865	0.975932
196	0.972649
196.148	0.972181
196.296	0.971801
196.445	0.971472
196.5	0.971357
196.649	0.974275
196.799	0.978086
196.948	0.982799
197.098	0.988433
197.183	0.992055
197.281	0.996608
197.39	1.00212
197.5	1.0082
197.624	1.00861
197.752	1.00894
197.886	1.00923
198	1.00946
198.139	1.00246
198.281	0.995964
198.424	0.990012
198.568	0.984648
198.714	0.97989
198.86	0.975738
199	0.972348
199.148	0.971881
199.296	0.971501
199.444	0.971172
199.5	0.971056
199.649	0.97396
199.798	0.977757
199.948	0.982455
200.097	0.988074
200.183	0.991689
200.271	0.995762
200.372	1.00081
200.483	1.00685
200.5	1.00782
200.625	1.00823
200.755	1.00857
200.889	1.00887
201	1.00908
201.14	1.00208
201.281	0.995572
201.425	0.989621
201.57	0.984265
201.715	0.979518
201.862	0.97538
202	0.972052
202.148	0.971585
202.296	0.971204
202.445	0.970876
202.5	0.97076
202.649	0.973654
202.798	0.977441
202.948	0.98213
203.097	0.98774
203.183	0.991351
203.281	0.995889
203.39	1.00139
203.5	1.00746
203.624	1.00787
203.752	1.00821
203.886	1.0085
204	1.00873
204.139	1.00176
204.281	0.995277
204.424	0.989346
204.568	0.984004
204.714	0.979267
204.86	0.975137
205	0.971767
205.148	0.971301
205.296	0.97092
205.444	0.970592
205.5	0.970476
205.649	0.973358
205.798	0.977133
205.948	0.98181
206.097	0.987408
206.19	0.991327
206.294	0.996166
206.407	1.00196
206.5	1.00711
206.626	1.00753
206.758	1.00787
206.893	1.00817
207	1.00838
207.14	1.00136
207.283	0.994855
207.427	0.988913
207.572	0.983573
207.718	0.978847
207.864	0.974735
208	0.97149
208.148	0.971023
208.296	0.970643
208.445	0.970314
208.5	0.970199
208.649	0.973073
208.799	0.976841
208.948	0.981511
209.098	0.987102
209.19	0.991018
209.289	0.995589
209.398	1.00112
209.5	1.00677
209.624	1.00718
209.753	1.00752
209.886	1.00782
210	1.00804
210.139	1.00109
210.281	0.994625
210.424	0.988712
210.568	0.98339
210.714	0.978674
210.86	0.974565
211	0.971221
211.148	0.970754
211.296	0.970374
211.444	0.970046
211.5	0.96993
211.649	0.972791
211.798	0.976546
211.948	0.981203
212.097	0.986781
212.19	0.990689
212.292	0.995439
212.404	1.00115
212.5	1.00644
212.626	1.00685
212.756	1.0072
212.891	1.0075
213	1.00771
213.14	1.00073
213.282	0.994252
213.426	0.988335
213.571	0.983017
213.717	0.978311
213.863	0.974216
214	0.970959
214.148	0.970492
214.296	0.970112
214.445	0.969783
214.5	0.969668
214.649	0.972521
214.798	0.976268
214.948	0.980917
215.097	0.986489
215.19	0.990393
215.294	0.995215
215.408	1.00099
215.5	1.00611
215.627	1.00653
215.758	1.00688
215.893	1.00718
216	1.00739
216.14	1.0004
216.283	0.993925
216.427	0.988011
216.572	0.982701
216.718	0.978005
216.865	0.973921
217	0.970705
217.148	0.970237
217.296	0.969857
217.445	0.969529
217.5	0.969414
217.649	0.972258
217.799	0.975996
217.948	0.980637
218.098	0.986201
218.19	0.9901
218.294	0.994916
218.408	1.00069
218.5	1.0058
218.627	1.00622
218.758	1.00657
218.893	1.00687
219	1.00708
219.14	1.0001
219.283	0.993632
219.427	0.987727
219.572	0.982426
219.718	0.97774
219.865	0.973666
220	0.970458
220.148	0.96999
220.296	0.96961
220.445	0.969282
220.5	0.969167
220.649	0.972002
220.799	0.975731
220.948	0.980363
221.098	0.985917
221.197	0.990128
221.3	0.994877
221.411	1.00059
221.5	1.0055
221.626	1.00591
221.756	1.00626
221.89	1.00656
222	1.00678
222.14	0.999826
222.282	0.993379
222.426	0.98749
222.57	0.982201
222.716	0.977523
222.863	0.973456
223	0.970218
223.148	0.969751
223.296	0.969371
223.445	0.969043
223.5	0.968928
223.649	0.971753
223.798	0.975471
223.948	0.980093
224.097	0.985638
224.197	0.989842
224.307	0.994957
224.425	1.00103
224.5	1.0052
224.629	1.00563
224.763	1.00598
224.9	1.00629
225	1.00649
225.142	0.999466
225.285	0.99298
225.429	0.987072
225.575	0.981781
225.722	0.977113
225.869	0.973064
226	0.969986
226.148	0.969518
226.297	0.969137
226.446	0.96881
226.5	0.968696
226.649	0.971515
226.799	0.975229
226.948	0.979846
227.098	0.985388
227.198	0.98959
227.308	0.994703
227.425	1.00077
227.5	1.00491
227.629	1.00534
227.763	1.0057
227.9	1.006
228	1.0062
228.142	0.99919
228.285	0.992712
228.429	0.986812
228.575	0.98153
228.722	0.97687
228.869	0.972831
229	0.96976
229.148	0.969292
229.297	0.968912
229.446	0.968584
229.5	0.96847
229.649	0.971281
229.799	0.974986
229.948	0.979595
230.098	0.985128
230.205	0.989643
230.314	0.994743
230.431	1.0008
230.5	1.00464
230.629	1.00507
230.762	1.00542
230.899	1.00573
231	1.00593
231.141	0.998931
231.285	0.992466
231.429	0.986577
231.575	0.981304
231.721	0.976653
231.868	0.97262
232	0.969541
232.148	0.969073
232.297	0.968693
232.446	0.968365
232.5	0.968252
232.649	0.971053
232.799	0.97475
232.948	0.97935
233.098	0.984875
233.205	0.989384
233.319	0.994742
233.441	1.00105
233.5	1.00437
233.632	1.0048
233.767	1.00516
233.905	1.00547
234	1.00566
234.143	0.998618
234.287	0.992127
234.432	0.986228
234.578	0.980956
234.725	0.976314
234.872	0.972296
235	0.969329
235.148	0.968861
235.297	0.96848
235.446	0.968152
235.5	0.96804
235.649	0.970835
235.799	0.974526
235.948	0.979122
236.098	0.984643
236.205	0.989148
236.319	0.994504
236.441	1.00081
236.5	1.0041
236.632	1.00454
236.767	1.0049
236.906	1.00521
237	1.0054
237.143	0.998365
237.287	0.991882
237.432	0.985991
237.578	0.980726
237.725	0.976092
237.872	0.972083
238	0.969123
238.148	0.968654
238.297	0.968274
238.446	0.967946
238.5	0.967833
238.649	0.970621
238.799	0.974304
238.948	0.978892
239.098	0.984405
239.205	0.988906
239.321	0.994315
239.443	1.00068
239.5	1.00385
239.632	1.00429
239.768	1.00465
239.907	1.00496
240	1.00515
240.143	0.998109
240.287	0.991625
240.432	0.985737
240.579	0.980479
240.726	0.975853
240.873	0.971853
241	0.968922
241.148	0.968454
241.297	0.968073
241.446	0.967745
241.5	0.967633
241.649	0.970414
241.799	0.97409
241.948	0.978671
242.098	0.984177
242.205	0.988674
242.32	0.99402
242.441	1.00032
242.5	1.0036
242.632	1.00404
242.767	1.0044
242.906	1.00471
243	1.0049
243.143	0.997882
243.287	0.991413
243.432	0.985537
243.578	0.980287
243.725	0.975669
243.872	0.971674
244	0.968727
244.148	0.968259
244.297	0.967878
244.446	0.967551
244.5	0.967438
244.649	0.970211
244.799	0.973879
244.948	0.978452
245.098	0.983951
245.212	0.98876
245.321	0.99388
245.439	0.999958
245.5	1.00336
245.629	1.00379
245.762	1.00415
245.899	1.00446
246	1.00467
246.141	0.997702
246.285	0.991273
246.429	0.985421
246.575	0.980186
246.721	0.975573
246.868	0.971579
247	0.968538
247.148	0.96807
247.297	0.96769
247.446	0.967363
247.5	0.967249
247.649	0.970013
247.799	0.973671
247.948	0.978234
248.098	0.983722
248.212	0.988524
248.332	0.994185
248.458	1.0008
248.5	1.00313
248.635	1.00358
248.773	1.00394
248.913	1.00426
249	1.00444
249.144	0.99737
249.289	0.990877
249.435	0.984995
249.582	0.979753
249.729	0.975149
249.877	0.971177
250	0.968356
250.149	0.967887
250.298	0.967506
250.447	0.967178
250.5	0.967067
250.649	0.969828
250.799	0.973485
250.949	0.978047
251.098	0.983536
251.205	0.988021
251.321	0.993412
251.443	0.999757
251.5	1.0029
251.632	1.00334
251.768	1.00371
251.907	1.00402
252	1.00421
252.143	0.997197
252.287	0.990741
252.432	0.984881
252.579	0.979652
252.726	0.975054
252.873	0.971083
253	0.968177
253.148	0.967709
253.297	0.967328
253.446	0.967001
253.5	0.966889
253.649	0.969641
253.799	0.973288
253.948	0.977841
254.098	0.983321
254.212	0.988116
254.334	0.99382
254.461	1.00048
254.5	1.00268
254.635	1.00313
254.774	1.0035
254.914	1.00382
255	1.00399
255.144	0.996931
255.289	0.990445
255.435	0.984573
255.582	0.979343
255.73	0.974753
255.878	0.970796
256	0.968005
256.149	0.967536
256.298	0.967155
256.447	0.966828
256.5	0.966717
256.649	0.969464
256.799	0.973108
256.949	0.977658
257.098	0.983135
257.213	0.987929
257.334	0.99363
257.461	1.00029
257.5	1.00247
257.635	1.00292
257.774	1.00329
257.914	1.00361
258	1.00378
258.144	0.996725
258.289	0.990246
258.435	0.98438
258.582	0.979156
258.73	0.974573
258.878	0.970623
259	0.967838
259.149	0.967369
259.298	0.966988
259.447	0.96666
259.5	0.966549
259.649	0.969291
259.799	0.972928
259.949	0.977472
260.098	0.982942
260.213	0.987732
260.334	0.993428
260.461	1.00008
260.5	1.00226
260.635	1.00272
260.774	1.00308
260.914	1.0034
261	1.00358
261.144	0.996526
261.289	0.990053
261.435	0.984193
261.582	0.978976
261.73	0.974399
261.878	0.970455
262	0.967675
262.149	0.967206
262.298	0.966825
262.447	0.966497
262.5	0.966387
262.649	0.969121
262.799	0.972753
262.949	0.97729
263.098	0.982754
263.22	0.987858
263.346	0.993835
263.477	1.00077
263.5	1.00206
263.638	1.00252
263.778	1.0029
263.92	1.00322
264	1.00338
264.145	0.996286
264.291	0.989788
264.438	0.983918
264.585	0.978701
264.733	0.974131
264.882	0.9702
265	0.967519
265.149	0.967049
265.298	0.966668
265.447	0.96634
265.5	0.96623
265.65	0.968961
265.799	0.972589
265.949	0.977123
266.099	0.982584
266.22	0.987686
266.346	0.993661
266.477	1.00059
266.5	1.00187
266.638	1.00233
266.778	1.0027
266.92	1.00302
267	1.00319
267.145	0.996099
267.291	0.989607
267.438	0.983742
267.585	0.978531
267.733	0.973967
267.882	0.970042
268	0.967366
268.149	0.966896
268.298	0.966515
268.447	0.966187
268.5	0.966077
268.65	0.968802
268.799	0.972424
268.949	0.976952
269.099	0.982408
269.22	0.987506
269.346	0.993476
269.477	1.0004
269.5	1.00168
269.638	1.00214
269.778	1.00251
269.92	1.00283
270	1.003
270.145	0.995916
270.291	0.98943
270.438	0.983571
270.585	0.978365
270.733	0.973808
270.882	0.969888
271	0.967217
271.149	0.966747
271.298	0.966366
271.447	0.966038
271.5	0.965928
271.65	0.968647
271.799	0.972263
271.949	0.976786
272.099	0.982236
272.22	0.98733
272.347	0.993335
272.479	1.0003
272.5	1.00149
272.638	1.00196
272.779	1.00233
272.921	1.00265
273	1.00282
273.145	0.995731
273.291	0.989245
273.438	0.98339
273.586	0.978188
273.734	0.973637
273.882	0.969723
274	0.967072
274.149	0.966602
274.298	0.966221
274.448	0.965893
274.5	0.965783
274.65	0.968497
274.799	0.972108
274.949	0.976625
275.099	0.982071
275.22	0.987161
275.347	0.993162
275.479	1.00012
275.5	1.00131
275.638	1.00178
275.779	1.00215
275.921	1.00248
276	1.00264
276.145	0.995558
276.291	0.989078
276.438	0.983228
276.586	0.978032
276.734	0.973486
276.882	0.969578
277	0.966931
277.149	0.966461
277.298	0.96608
277.448	0.965752
277.5	0.965642
277.65	0.96835
277.799	0.971956
277.949	0.976468
278.099	0.981908
278.227	0.987314
278.36	0.99364
278.496	1.00093
278.5	1.00114
278.641	1.00162
278.784	1.002
278.928	1.00232
279	1.00247
279.146	0.995338
279.293	0.988827
279.441	0.982964
279.589	0.977766
279.738	0.973227
279.887	0.969333
280	0.966796
280.149	0.966326
280.299	0.965944
280.448	0.965616
280.5	0.965508
280.65	0.968213
280.799	0.971816
280.949	0.976326
281.099	0.981765
281.22	0.98685
281.347	0.992846
281.479	0.9998
281.5	1.00097
281.638	1.00144
281.779	1.00181
281.921	1.00214
282	1.0023
282.145	0.995229
282.291	0.988758
282.438	0.982919
282.586	0.977733
282.734	0.973198
282.882	0.9693
283	0.966662
283.149	0.966192
283.298	0.965811
283.448	0.965483
283.5	0.965374
283.65	0.968071
283.799	0.971666
283.949	0.976168
284.099	0.981598
284.227	0.986996
284.357	0.993148
284.49	1.00026
284.5	1.00081
284.639	1.00128
284.781	1.00166
284.924	1.00198
285	1.00214
285.146	0.995048
285.292	0.988567
285.44	0.982725
285.587	0.977541
285.736	0.973012
285.884	0.969123
286	0.966533
286.149	0.966063
286.298	0.965682
286.448	0.965354
286.5	0.965245
286.65	0.967939
286.799	0.97153
286.949	0.976028
287.099	0.981455
287.227	0.98685
287.36	0.993135
287.495	1.00038
287.5	1.00065
287.641	1.00112
287.784	1.0015
287.928	1.00183
288	1.00198
288.146	0.994869
288.293	0.988377
288.441	0.98253
288.589	0.977349
288.737	0.972825
288.886	0.968945
289	0.966409
289.149	0.965938
289.299	0.965557
289.448	0.965229
289.5	0.965121
289.65	0.967811
289.799	0.971398
289.949	0.975893
290.099	0.981317
290.228	0.98671
290.36	0.993023
290.496	1.0003
290.5	1.00049
290.641	1.00097
290.784	1.00135
290.928	1.00168
291	1.00183
291.146	0.994715
291.293	0.988223
291.441	0.982379
291.589	0.977202
291.738	0.972683
291.887	0.968808
292	0.966288
292.149	0.965817
292.299	0.965436
292.448	0.965108
292.5	0.965
292.65	0.967685
292.799	0.971268
292.949	0.975758
293.099	0.981178
293.228	0.986568
293.36	0.992877
293.497	1.00015
293.5	1.00034
293.641	1.00082
293.784	1.0012
293.928	1.00153
294	1.00168
294.146	0.99457
294.293	0.988083
294.441	0.982244
294.589	0.977071
294.738	0.972557
294.887	0.968687
295	0.966169
295.149	0.965699
295.299	0.965317
295.448	0.96499
295.5	0.964881
295.65	0.967562
295.799	0.97114
295.949	0.975626
296.099	0.981042
296.228	0.986428
296.36	0.992734
296.497	1
296.5	1.0002
296.641	1.00067
296.784	1.00105
296.928	1.00138
297	1.00153
297.146	0.994429
297.293	0.987946
297.441	0.982112
297.589	0.976943
297.738	0.972433
297.887	0.968568
298	0.966054
298.149	0.965583
298.299	0.965202
298.448	0.964874
298.5	0.964766
298.65	0.967442
298.799	0.971016
298.949	0.975498
299.099	0.980909
299.235	0.986613
299.373	0.993247
299.5	1.00005
299.643	1.00054
299.787	1.00092
299.932	1.00125
300	1.00139
300.147	0.994265
300.295	0.987769
300.443	0.981929
300.591	0.976762
300.74	0.972258
300.889	0.968401
301	0.965943
301.149	0.965472
301.299	0.96509
301.448	0.964762
301.5	0.964655
301.65	0.967328
301.8	0.970899
301.949	0.975378
302.099	0.980786
302.228	0.986167
302.361	0.992468
302.497	0.99973
302.5	0.999914
302.641	1.00039
302.784	1.00077
302.928	1.0011
303	1.00125
303.146	0.994159
303.293	0.987684
303.441	0.981858
303.589	0.976698
303.738	0.972197
303.887	0.968341
304	0.965834
304.149	0.965363
304.299	0.964982
304.448	0.964654
304.5	0.964546
304.65	0.967213
304.799	0.970779
304.949	0.975252
305.099	0.980655
305.228	0.986031
305.36	0.992327
305.497	0.999584
305.5	0.999779
305.641	1.00026
305.784	1.00064
305.928	1.00097
306	1.00112
306.146	0.994029
306.293	0.987559
306.441	0.981737
306.589	0.976581
306.738	0.972085
306.887	0.968232
307	0.965728
307.149	0.965257
307.299	0.964876
307.448	0.964548
307.5	0.96444
307.65	0.967103
307.799	0.970665
307.949	0.975134
308.099	0.980533
308.235	0.986227
308.373	0.992831
308.5	0.999649
308.642	1.00013
308.786	1.00052
308.931	1.00085
309	1.00099
309.147	0.993881
309.294	0.987401
309.442	0.981575
309.591	0.976421
309.74	0.971929
309.888	0.968084
310	0.965626
310.149	0.965155
310.299	0.964773
310.448	0.964446
310.5	0.964338
310.65	0.966998
310.8	0.970557
310.949	0.975023
311.099	0.98042
311.235	0.986112
311.373	0.992714
311.5	0.999522
311.642	1
311.786	1.00039
311.931	1.00072
312	1.00087
312.147	0.993759
312.294	0.987282
312.442	0.981461
312.591	0.976311
312.74	0.971823
312.888	0.967981
313	0.965526
313.149	0.965055
313.299	0.964674
313.448	0.964346
313.5	0.964239
313.65	0.966895
313.8	0.97045
313.949	0.974913
314.099	0.980306
314.235	0.985994
314.372	0.992544
314.5	0.999398
314.642	0.999879
314.785	1.00027
314.93	1.00059
315	1.00074
315.147	0.993653
315.294	0.987187
315.442	0.981373
315.59	0.976228
315.739	0.971743
315.888	0.967904
316	0.96543
316.149	0.964959
316.299	0.964578
316.448	0.96425
316.5	0.964142
316.65	0.966794
316.799	0.970345
316.949	0.974803
317.099	0.980192
317.235	0.985877
317.373	0.992492
317.5	0.999278
317.643	0.999762
317.787	1.00015
317.932	1.00048
318	1.00062
318.147	0.993521
318.295	0.987049
318.443	0.981233
318.591	0.97609
318.74	0.971609
318.889	0.967776
319	0.965336
319.149	0.964865
319.299	0.964483
319.448	0.964156
319.5	0.964049
319.65	0.966698
319.8	0.970245
319.949	0.974701
320.099	0.980087
320.235	0.98577
320.373	0.992384
320.5	0.999162
320.643	0.999646
320.787	1.00003
320.932	1.00036
321	1.00051
321.147	0.993409
321.295	0.98694
321.443	0.981128
321.591	0.975988
321.74	0.971512
321.889	0.967682
322	0.965244
322.149	0.964773
322.299	0.964392
322.448	0.964065
322.5	0.963957
322.65	0.966603
322.8	0.970147
322.949	0.974599
323.099	0.979982
323.235	0.985662
323.373	0.992273
323.5	0.999049
323.643	0.999533
323.787	0.999921
323.932	1.00025
324	1.0004
324.147	0.993301
324.295	0.986835
324.443	0.981027
324.591	0.97589
324.74	0.971417
324.889	0.967591
325	0.965156
325.149	0.964685
325.299	0.964304
325.448	0.963976
325.5	0.963869
325.65	0.966511
325.8	0.970052
325.949	0.974501
326.099	0.97988
326.242	0.98588
326.386	0.992824
326.5	0.99894
326.646	0.999434
326.793	0.999828
326.941	1.00016
327	1.00029
327.148	0.993125
327.297	0.98662
327.446	0.980792
327.596	0.975651
327.745	0.971184
327.894	0.967372
328	0.965069
328.15	0.964598
328.299	0.964216
328.449	0.963889
328.5	0.963783
328.65	0.966425
328.8	0.969965
328.95	0.974415
329.1	0.979796
329.242	0.985797
329.387	0.992743
329.5	0.998833
329.646	0.999328
329.793	0.999722
329.941	1.00006
330	1.00018
330.148	0.993023
330.297	0.98652
330.446	0.980695
330.596	0.975558
330.745	0.971094
330.894	0.967285
331	0.964986
331.15	0.964514
331.299	0.964133
331.449	0.963805
331.5	0.963699
331.65	0.966338
331.8	0.969875
331.95	0.974322
332.1	0.9797
332.235	0.985376
332.374	0.991983
332.5	0.998728
332.643	0.999214
332.787	0.999603
332.932	0.999936
333	1.00008
333.147	0.992993
333.295	0.986537
333.443	0.980738
333.591	0.975612
333.74	0.971148
333.889	0.967332
334	0.964905
334.149	0.964434
334.299	0.964053
334.448	0.963726
334.5	0.963619
334.65	0.966251
334.8	0.969782
334.949	0.974221
335.099	0.979592
335.235	0.985261
335.373	0.991862
335.5	0.998628
335.643	0.999114
335.787	0.999503
335.932	0.999836
336	0.999981
336.147	0.992898
336.295	0.986445
336.443	0.980649
336.591	0.975526
336.74	0.971066
336.889	0.967252
337	0.964827
337.149	0.964356
337.299	0.963975
337.448	0.963648
337.5	0.96354
337.65	0.96617
337.8	0.969698
337.949	0.974134
338.099	0.979502
338.242	0.98549
338.386	0.992413
338.5	0.998531
338.646	0.999027
338.793	0.999422
338.941	0.999758
339	0.999885
339.148	0.992737
339.297	0.986245
339.446	0.980431
339.595	0.975303
339.745	0.970849
339.894	0.967048
340	0.96475
340.15	0.964279
340.299	0.963897
340.449	0.96357
340.5	0.963464
340.65	0.966093
340.8	0.969621
340.95	0.974059
341.1	0.979428
341.242	0.985419
341.386	0.992344
341.5	0.998437
341.646	0.998933
341.793	0.999328
341.941	0.999664
342	0.999791
342.148	0.992646
342.297	0.986157
342.446	0.980345
342.595	0.97522
342.745	0.970768
342.894	0.966971
343	0.964676
343.15	0.964205
343.299	0.963823
343.449	0.963496
343.5	0.96339
343.65	0.966016
343.8	0.969542
343.95	0.973976
344.1	0.979343
344.242	0.985331
344.386	0.992254
344.5	0.998345
344.646	0.998841
344.793	0.999237
344.941	0.999573
345	0.9997
345.148	0.992558
345.297	0.986071
345.446	0.980263
345.595	0.97514
345.745	0.970692
345.894	0.966897
346	0.964604
346.15	0.964133
346.299	0.963751
346.449	0.963424
346.5	0.963318
346.65	0.965942
346.8	0.969464
346.95	0.973896
347.1	0.97926
347.235	0.984924
347.374	0.991519
347.5	0.998255
347.643	0.998742
347.787	0.999133
347.932	0.999467
348	0.999612
348.147	0.99254
348.295	0.986098
348.443	0.980313
348.591	0.975202
348.74	0.970753
348.889	0.966951
349	0.964535
349.149	0.964064
349.299	0.963683
349.448	0.963356
349.5	0.963249
349.65	0.965867
349.8	0.969384
349.949	0.973809
350.099	0.979166
350.242	0.985145
350.386	0.992069
350.5	0.998169
350.646	0.998667
350.793	0.999063
350.941	0.9994
351	0.999527
351.148	0.992388
351.297	0.985906
351.446	0.980102
351.596	0.974985
351.745	0.970541
351.894	0.966753
352	0.964467
352.15	0.963996
352.299	0.963614
352.449	0.963287
352.5	0.963181
352.65	0.9658
352.8	0.969317
352.95	0.973744
353.1	0.979102
353.242	0.985084
353.387	0.99201
353.5	0.998085
353.646	0.998583
353.793	0.99898
353.941	0.999317
354	0.999443
354.148	0.992307
354.297	0.985827
354.446	0.980025
354.596	0.974911
354.745	0.97047
354.894	0.966684
355	0.964401
355.15	0.96393
355.299	0.963549
355.449	0.963221
355.5	0.963116
355.65	0.965731
355.8	0.969246
355.95	0.973671
356.1	0.979027
356.242	0.985006
356.387	0.99193
356.5	0.998004
356.646	0.998502
356.793	0.998899
356.941	0.999236
357	0.999363
357.148	0.992229
357.297	0.985751
357.446	0.979952
357.596	0.97484
357.745	0.970402
357.894	0.966619
358	0.964338
358.15	0.963866
358.299	0.963485
358.449	0.963158
358.5	0.963052
358.65	0.965665
358.8	0.969178
358.95	0.9736
359.1	0.978954
359.242	0.984931
359.387	0.991853
359.5	0.997925
359.646	0.998423
359.793	0.99882
359.941	0.999158
360	0.999285
360.148	0.992153
360.297	0.985678
360.446	0.979881
360.596	0.974772
360.745	0.970336
360.894	0.966555
361	0.964276
361.15	0.963804
361.299	0.963423
361.449	0.963096
361.5	0.96299
361.65	0.965601
361.8	0.969111
361.95	0.973531
362.1	0.978882
362.242	0.984857
362.387	0.991778
362.5	0.997848
362.646	0.998347
362.793	0.998744
362.941	0.999082
363	0.999209
363.148	0.992079
363.297	0.985607
363.446	0.979813
363.596	0.974706
363.745	0.970272
363.894	0.966494
364	0.964216
364.15	0.963745
364.299	0.963363
364.449	0.963036
364.5	0.96293
364.65	0.965539
364.8	0.969047
364.95	0.973464
365.1	0.978813
365.25	0.985109
365.4	0.992368
365.5	0.997775
365.65	0.998284
365.8	0.998686
365.95	0.999027
366	0.999135
366.15	0.991939
366.3	0.985426
366.45	0.979611
366.6	0.974499
366.75	0.970072
366.9	0.966306
367	0.964158
367.15	0.963685
367.3	0.963304
367.45	0.962976
367.5	0.962872
367.65	0.965481
367.8	0.96899
367.95	0.973409
368.1	0.978761
368.25	0.98506
368.4	0.992322
368.5	0.997703
368.65	0.998212
368.8	0.998614
368.95	0.998956
369	0.999063
369.15	0.991869
369.3	0.985358
369.45	0.979546
369.6	0.974436
369.75	0.97001
369.9	0.966247
370	0.964101
370.15	0.963629
370.3	0.963247
370.45	0.96292
370.5	0.962816
370.65	0.965423
370.8	0.968929
370.95	0.973346
371.1	0.978696
371.25	0.984993
371.4	0.992253
371.5	0.997632
371.65	0.998142
371.8	0.998545
371.95	0.998886
372	0.998994
372.15	0.991802
372.3	0.985293
372.45	0.979483
372.6	0.974375
372.75	0.969952
372.9	0.96619
373	0.964046
373.15	0.963574
373.3	0.963192
373.45	0.962865
373.5	0.962761
373.65	0.965366
373.8	0.96887
373.95	0.973285
374.1	0.978633
374.243	0.984605
374.387	0.991522
374.5	0.997563
374.646	0.998063
374.793	0.998461
374.941	0.998799
375	0.998927
375.148	0.991806
375.297	0.985341
375.446	0.979556
375.596	0.974458
375.745	0.970034
375.894	0.966264
376	0.963993
376.15	0.963522
376.299	0.96314
376.449	0.962813
376.5	0.962708
376.65	0.965308
376.8	0.968807
376.95	0.973215
377.1	0.978556
377.25	0.984845
377.4	0.992096
377.5	0.997498
377.65	0.998008
377.8	0.998411
377.95	0.998753
378	0.998861
378.15	0.991674
378.3	0.985169
378.45	0.979364
378.6	0.97426
378.75	0.969841
378.9	0.966084
379	0.963941
379.15	0.963469
379.3	0.963087
379.45	0.96276
379.5	0.962656
379.65	0.965257
379.8	0.968757
379.95	0.973168
380.1	0.978512
380.243	0.98448
380.387	0.991394
380.5	0.997432
380.646	0.997933
380.793	0.998331
380.941	0.99867
381	0.998798
381.148	0.991681
381.297	0.98522
381.446	0.979439
381.596	0.974345
381.745	0.969925
381.894	0.966159
382	0.963891
382.15	0.96342
382.299	0.963039
382.449	0.962712
382.5	0.962606
382.65	0.965202
382.8	0.968697
382.95	0.973102
383.1	0.978439
383.25	0.984724
383.4	0.991972
383.5	0.997372
383.65	0.997882
383.8	0.998286
383.95	0.998628
384	0.998736
384.15	0.991552
384.3	0.985052
384.45	0.97925
384.6	0.974151
384.75	0.969736
384.9	0.965982
385	0.963842
385.15	0.96337
385.3	0.962989
385.45	0.962661
385.5	0.962558
385.65	0.965154
385.8	0.968651
385.95	0.973058
386.1	0.978398
386.25	0.984686
386.4	0.991937
386.5	0.997311
386.65	0.997822
386.8	0.998226
386.95	0.998568
387	0.998676
387.15	0.991494
387.3	0.984995
387.45	0.979195
