x	N1	N8	N15	N22	N29	N36	N43	N50	N57	N64	N71	N78	N85	N92	N99	N106	N113	N120	N127	N134	N141	N148	N155	N162	N169	N176
0.311506	0.0013069	0.00130691	0.00130688	0.00130696	0.00130671	0.00130774	0.00130216	0.00125021	0.00111321	0.000908059	0.000690099	0.000501654	0.000356104	0.000249794	0.000174113	0.000120836	8.35027e-05	5.73855e-05	3.91234e-05	2.63537e-05	1.74229e-05	1.11758e-05	6.80519e-06	3.74691e-06	1.60669e-06	7.25553e-07
0.357297	0.0013069	0.0013069	0.00130689	0.00130694	0.00130673	0.00130795	0.00129753	0.00123095	0.00107742	0.000865133	0.000650473	0.000470061	0.000332728	0.000233103	0.000162396	0.000112685	7.78666e-05	5.35129e-05	3.64842e-05	2.45766e-05	1.62485e-05	1.04227e-05	6.34667e-06	3.49449e-06	1.49847e-06	6.76682e-07
0.408792	0.0013069	0.0013069	0.00130691	0.00130689	0.00130685	0.00130788	0.00129093	0.00120866	0.00104002	0.000822993	0.000612961	0.00044072	0.000311215	0.000217806	0.000151677	0.000105233	7.27153e-05	4.99736e-05	3.40721e-05	2.29524e-05	1.5175e-05	9.73426e-06	5.92756e-06	3.26376e-06	1.39953e-06	6.32008e-07
0.466704	0.00130691	0.00130689	0.00130694	0.00130682	0.00130705	0.00130733	0.00128208	0.00118347	0.00100146	0.000781878	0.000577501	0.000413432	0.000291361	0.000203737	0.000141833	9.83923e-05	6.79879e-05	4.67256e-05	3.18586e-05	2.14618e-05	1.41898e-05	9.10245e-06	5.54289e-06	3.05198e-06	1.30873e-06	5.91005e-07
0.5	0.00130691	0.00130688	0.00130695	0.00130678	0.00130719	0.00130684	0.00127658	0.00116902	0.000980366	0.000760037	0.00055898	0.000399302	0.000281123	0.000196495	0.000136769	9.4875e-05	6.55573e-05	4.50557e-05	3.07204e-05	2.06954e-05	1.36833e-05	8.77758e-06	5.3451e-06	2.94309e-06	1.26204e-06	5.69921e-07
0.572105	0.00130691	0.00130688	0.00130697	0.00130671	0.00130752	0.00130494	0.00126326	0.00113865	0.000939415	0.00071959	0.000525551	0.00037412	0.00026298	0.000183693	0.000127828	8.86667e-05	6.12675e-05	4.21085e-05	2.87117e-05	1.93427e-05	1.27891e-05	8.20413e-06	4.99596e-06	2.75087e-06	1.17962e-06	5.32702e-07
0.649789	0.00130691	0.00130688	0.00130697	0.00130668	0.00130783	0.00130195	0.0012478	0.00110731	0.000899956	0.000682167	0.000495292	0.00035157	0.000246814	0.000172312	0.000119886	8.31537e-05	5.74586e-05	3.94917e-05	2.69282e-05	1.81416e-05	1.19952e-05	7.69492e-06	4.68592e-06	2.58017e-06	1.10643e-06	4.99651e-07
0.731936	0.00130691	0.00130689	0.00130694	0.00130671	0.00130803	0.0012978	0.00123069	0.0010759	0.000862692	0.00064803	0.000468192	0.000331551	0.000232521	0.000162266	0.00011288	7.82922e-05	5.41e-05	3.71842e-05	2.53554e-05	1.70823e-05	1.1295e-05	7.24585e-06	4.41249e-06	2.42963e-06	1.04188e-06	4.70502e-07
0.817654	0.0013069	0.00130691	0.0013069	0.0013068	0.00130804	0.00129253	0.00121241	0.00104506	0.000827937	0.000617118	0.000444026	0.00031383	0.000219908	0.000153413	0.00010671	7.40115e-05	5.11427e-05	3.51524e-05	2.39705e-05	1.61496e-05	1.06784e-05	6.85039e-06	4.1717e-06	2.29706e-06	9.85031e-07	4.44832e-07
0.906228	0.00130689	0.00130693	0.00130685	0.00130694	0.00130779	0.0012862	0.00119339	0.00101524	0.000795764	0.000589213	0.000422489	0.000298131	0.000208765	0.000145601	0.000101268	7.0236e-05	4.85346e-05	3.33604e-05	2.2749e-05	1.53269e-05	1.01346e-05	6.50157e-06	3.95931e-06	2.18012e-06	9.34888e-07	4.22188e-07
0.997088	0.00130688	0.00130695	0.00130679	0.00130713	0.00130723	0.00127894	0.00117396	0.000986667	0.000766104	0.000564032	0.000403263	0.000284187	0.00019889	0.000138684	9.64505e-05	6.68946e-05	4.62264e-05	3.17745e-05	2.1668e-05	1.45988e-05	9.65324e-06	6.19283e-06	3.77131e-06	2.07662e-06	8.90505e-07	4.02146e-07
1.08978	0.00130687	0.00130697	0.00130673	0.00130735	0.00130631	0.00127089	0.00115442	0.000959488	0.00073881	0.000541281	0.00038605	0.000271755	0.000190101	0.000132533	9.21682e-05	6.39246e-05	4.41747e-05	3.03649e-05	2.0707e-05	1.39515e-05	9.22535e-06	5.91837e-06	3.60419e-06	1.9846e-06	8.51049e-07	3.84329e-07
1.18393	0.00130686	0.00130698	0.00130668	0.00130758	0.00130503	0.00126216	0.00113499	0.000933747	0.000713699	0.000520678	0.000370584	0.000260624	0.000182245	0.000127038	8.83432e-05	6.12718e-05	4.23422e-05	2.91057e-05	1.98487e-05	1.33734e-05	8.84314e-06	5.67321e-06	3.45491e-06	1.90241e-06	8.15804e-07	3.68413e-07
1.27925	0.00130686	0.00130698	0.00130665	0.0013078	0.00130338	0.0012529	0.00111583	0.000909436	0.000690581	0.000501967	0.00035663	0.000250612	0.000175187	0.000122104	8.49097e-05	5.88908e-05	4.06974e-05	2.79755e-05	1.90782e-05	1.28544e-05	8.50004e-06	5.45314e-06	3.32091e-06	1.82863e-06	7.84165e-07	3.54125e-07
1.3755	0.00130687	0.00130698	0.00130664	0.00130799	0.00130136	0.00124322	0.00109704	0.00088651	0.000669264	0.000484918	0.000343988	0.000241566	0.000168817	0.000117653	8.18128e-05	5.67432e-05	3.92139e-05	2.69562e-05	1.83833e-05	1.23864e-05	8.19059e-06	5.25464e-06	3.20004e-06	1.76208e-06	7.55628e-07	3.41238e-07
1.47251	0.00130687	0.00130697	0.00130666	0.00130814	0.00129899	0.00123322	0.00107872	0.000864905	0.000649572	0.000469331	0.000332488	0.000233354	0.00016304	0.000113618	7.90057e-05	5.47967e-05	3.78692e-05	2.60322e-05	1.77534e-05	1.1962e-05	7.91007e-06	5.0747e-06	3.09046e-06	1.70174e-06	7.29758e-07	3.29556e-07
1.5	0.00130688	0.00130696	0.00130666	0.00130818	0.00129829	0.00123036	0.00107357	0.000858889	0.000644121	0.000465031	0.00032932	0.000231094	0.000161451	0.000112508	7.82334e-05	5.42611e-05	3.74992e-05	2.5778e-05	1.75801e-05	1.18453e-05	7.83287e-06	5.02518e-06	3.06031e-06	1.68514e-06	7.22638e-07	3.26341e-07
1.59808	0.00130689	0.00130694	0.0013067	0.00130825	0.00129548	0.00122003	0.00105586	0.000838817	0.00062624	0.000451044	0.000319057	0.000223784	0.000156314	0.000108921	7.57384e-05	5.25311e-05	3.63041e-05	2.49568e-05	1.70202e-05	1.14681e-05	7.58353e-06	4.86524e-06	2.96292e-06	1.63152e-06	6.99643e-07	3.15956e-07
1.69753	0.0013069	0.00130691	0.00130676	0.00130826	0.00129232	0.00120948	0.00103856	0.000819729	0.000609496	0.000438049	0.000309558	0.000217029	0.00015157	0.00010561	7.34354e-05	5.09342e-05	3.52009e-05	2.41987e-05	1.65034e-05	1.112e-05	7.35335e-06	4.71759e-06	2.87301e-06	1.58201e-06	6.78415e-07	3.0637e-07
1.79906	0.00130692	0.00130687	0.00130685	0.00130817	0.00128882	0.00119866	0.00102156	0.000801436	0.000593674	0.000425857	0.000300675	0.000210721	0.000147143	0.000102521	7.12869e-05	4.94445e-05	3.41718e-05	2.34915e-05	1.60212e-05	1.07952e-05	7.13861e-06	4.57984e-06	2.78912e-06	1.53583e-06	6.5861e-07	2.97426e-07
1.90328	0.00130694	0.00130684	0.00130695	0.00130799	0.00128495	0.00118757	0.00100478	0.000783803	0.000578616	0.000414329	0.000292301	0.000204782	0.000142978	9.96145e-05	6.9266e-05	4.80432e-05	3.32038e-05	2.28263e-05	1.55677e-05	1.04897e-05	6.93661e-06	4.45026e-06	2.71022e-06	1.49238e-06	6.39979e-07	2.89013e-07
2.01069	0.00130696	0.00130679	0.00130708	0.00130769	0.0012807	0.0011762	0.000988195	0.000766732	0.000564211	0.000403365	0.000284358	0.000199156	0.000139034	9.68634e-05	6.73529e-05	4.67168e-05	3.22874e-05	2.21965e-05	1.51383e-05	1.02004e-05	6.74538e-06	4.32758e-06	2.63552e-06	1.45125e-06	6.22341e-07	2.81048e-07
2.12172	0.00130698	0.00130675	0.00130722	0.00130727	0.00127606	0.00116454	0.000971757	0.000750151	0.000550372	0.000392889	0.000276788	0.000193801	0.000135281	9.42459e-05	6.55329e-05	4.54548e-05	3.14156e-05	2.15974e-05	1.47298e-05	9.92524e-06	6.56343e-06	4.21087e-06	2.56444e-06	1.41211e-06	6.0556e-07	2.7347e-07
2.23676	0.001307	0.00130671	0.00130737	0.00130669	0.00127102	0.00115259	0.00095545	0.00073401	0.000537036	0.000382845	0.000269546	0.000188682	0.000131696	9.17458e-05	6.37945e-05	4.42495e-05	3.05829e-05	2.10251e-05	1.43397e-05	9.6624e-06	6.38965e-06	4.09939e-06	2.49655e-06	1.37473e-06	5.89531e-07	2.66231e-07
2.35616	0.00130701	0.00130667	0.00130754	0.00130596	0.00126558	0.00114036	0.000939264	0.00071827	0.000524156	0.000373187	0.000262598	0.000183776	0.00012826	8.93505e-05	6.21292e-05	4.30948e-05	2.97851e-05	2.04769e-05	1.39659e-05	9.41058e-06	6.22314e-06	3.99258e-06	2.43151e-06	1.33892e-06	5.74173e-07	2.59296e-07
2.48025	0.00130703	0.00130663	0.0013077	0.00130504	0.00125974	0.00112786	0.000923194	0.000702903	0.000511691	0.000363882	0.000255916	0.000179061	0.00012496	8.70502e-05	6.05298e-05	4.19858e-05	2.9019e-05	1.99504e-05	1.36069e-05	9.16873e-06	6.06324e-06	3.89e-06	2.36905e-06	1.30452e-06	5.59424e-07	2.52635e-07
2.60932	0.00130704	0.00130661	0.00130787	0.00130393	0.00125348	0.00111511	0.00090724	0.000687888	0.000499613	0.000354901	0.000249479	0.000174523	0.000121785	8.48366e-05	5.89909e-05	4.09188e-05	2.82818e-05	1.94437e-05	1.32614e-05	8.93599e-06	5.90935e-06	3.79128e-06	2.30893e-06	1.27142e-06	5.4523e-07	2.46225e-07
2.74366	0.00130704	0.00130659	0.00130803	0.00130261	0.00124681	0.00110211	0.000891405	0.000673207	0.000487895	0.000346221	0.000243268	0.000170147	0.000118724	8.27031e-05	5.75076e-05	3.98903e-05	2.75712e-05	1.89554e-05	1.29284e-05	8.71168e-06	5.76104e-06	3.69614e-06	2.25099e-06	1.23952e-06	5.31549e-07	2.40047e-07
2.88358	0.00130703	0.00130658	0.00130817	0.00130105	0.00123973	0.00108889	0.000875693	0.000658847	0.000476518	0.000337823	0.000237267	0.000165922	0.000115769	8.06441e-05	5.60762e-05	3.88978e-05	2.68855e-05	1.84842e-05	1.26071e-05	8.49519e-06	5.61789e-06	3.60431e-06	2.19507e-06	1.20873e-06	5.18345e-07	2.34084e-07
3.02935	0.00130702	0.00130659	0.00130829	0.00129925	0.00123225	0.00107546	0.000860112	0.000644797	0.000465464	0.000329689	0.000231464	0.000161839	0.000112915	7.86549e-05	5.46933e-05	3.7939e-05	2.6223e-05	1.80288e-05	1.22966e-05	8.28602e-06	5.47959e-06	3.51559e-06	2.14104e-06	1.17898e-06	5.05588e-07	2.28323e-07
3.18126	0.001307	0.00130662	0.00130838	0.00129718	0.00122436	0.00106184	0.000844668	0.000631049	0.000454717	0.000321805	0.000225847	0.00015789	0.000110154	7.67311e-05	5.33559e-05	3.70117e-05	2.55824e-05	1.75885e-05	1.19964e-05	8.08373e-06	5.34584e-06	3.42978e-06	2.08879e-06	1.15021e-06	4.9325e-07	2.22752e-07
3.33959	0.00130698	0.00130666	0.00130842	0.00129483	0.00121608	0.00104806	0.000829368	0.000617594	0.000444264	0.000314159	0.000220407	0.000154066	0.000107481	7.48691e-05	5.20616e-05	3.61142e-05	2.49622e-05	1.71623e-05	1.17057e-05	7.88794e-06	5.21637e-06	3.34673e-06	2.03821e-06	1.12236e-06	4.81307e-07	2.17358e-07
3.50466	0.00130694	0.00130672	0.00130842	0.00129218	0.00120741	0.00103412	0.000814218	0.000604424	0.000434092	0.000306739	0.000215133	0.000150361	0.000104893	7.30657e-05	5.08079e-05	3.52449e-05	2.43616e-05	1.67495e-05	1.14243e-05	7.69829e-06	5.09097e-06	3.26628e-06	1.98922e-06	1.09538e-06	4.6974e-07	2.12135e-07
3.67676	0.0013069	0.0013068	0.00130834	0.00128923	0.00119837	0.00102006	0.000799225	0.000591534	0.00042419	0.000299534	0.000210018	0.00014677	0.000102384	7.13178e-05	4.95928e-05	3.44023e-05	2.37795e-05	1.63494e-05	1.11514e-05	7.51447e-06	4.96942e-06	3.18831e-06	1.94174e-06	1.06924e-06	4.58527e-07	2.07071e-07
3.85621	0.00130685	0.0013069	0.0013082	0.00128596	0.00118895	0.00100588	0.000784397	0.000578916	0.000414548	0.000292534	0.000205054	0.000143286	9.99506e-05	6.96227e-05	4.84145e-05	3.35853e-05	2.32149e-05	1.59613e-05	1.08868e-05	7.33619e-06	4.85154e-06	3.11268e-06	1.89568e-06	1.04388e-06	4.47653e-07	2.0216e-07
4.04333	0.00130679	0.00130702	0.00130797	0.00128235	0.00117918	0.000991614	0.000769739	0.000566566	0.000405157	0.000285732	0.000200235	0.000139905	9.75893e-05	6.79778e-05	4.72711e-05	3.27924e-05	2.26671e-05	1.55848e-05	1.063e-05	7.1632e-06	4.73715e-06	3.0393e-06	1.85099e-06	1.01927e-06	4.37101e-07	1.97395e-07
4.23846	0.00130673	0.00130715	0.00130763	0.0012784	0.00116907	0.000977273	0.000755258	0.000554479	0.000396006	0.000279118	0.000195553	0.000136622	9.52969e-05	6.6381e-05	4.61611e-05	3.20227e-05	2.21353e-05	1.52192e-05	1.03808e-05	6.99524e-06	4.6261e-06	2.96805e-06	1.80761e-06	9.95378e-07	4.26856e-07	1.92768e-07
4.44195	0.00130667	0.0013073	0.00130719	0.00127409	0.00115862	0.000962878	0.000740958	0.000542648	0.000387089	0.000272686	0.000191004	0.000133432	9.30703e-05	6.48301e-05	4.5083e-05	3.12751e-05	2.16187e-05	1.48642e-05	1.01386e-05	6.83211e-06	4.51823e-06	2.89885e-06	1.76546e-06	9.72172e-07	4.16904e-07	1.88274e-07
4.65416	0.00130661	0.00130746	0.00130661	0.00126943	0.00114785	0.000948445	0.000726844	0.000531069	0.000378397	0.000266428	0.000186581	0.000130333	9.09067e-05	6.33231e-05	4.40354e-05	3.05487e-05	2.11167e-05	1.45191e-05	9.90335e-06	6.67359e-06	4.4134e-06	2.8316e-06	1.72451e-06	9.49623e-07	4.07234e-07	1.83908e-07
4.87547	0.00130654	0.00130763	0.0013059	0.00126439	0.00113678	0.00093399	0.000712921	0.000519737	0.000369924	0.000260337	0.000182281	0.00012732	8.88035e-05	6.18583e-05	4.30171e-05	2.98426e-05	2.06288e-05	1.41838e-05	9.67464e-06	6.51949e-06	4.31151e-06	2.76623e-06	1.6847e-06	9.27702e-07	3.97834e-07	1.79662e-07
5.10627	0.00130649	0.0013078	0.00130503	0.00125899	0.00112542	0.00091953	0.000699192	0.000508647	0.000361661	0.000254408	0.000178097	0.00012439	8.67583e-05	6.04339e-05	4.2027e-05	2.9156e-05	2.01544e-05	1.38576e-05	9.45223e-06	6.36964e-06	4.21242e-06	2.70266e-06	1.64599e-06	9.06385e-07	3.88693e-07	1.75534e-07
5.34697	0.00130644	0.00130797	0.00130399	0.00125322	0.00111378	0.000905078	0.00068566	0.000497795	0.000353604	0.000248635	0.000174026	0.000121539	8.4769e-05	5.90484e-05	4.10639e-05	2.84881e-05	1.96928e-05	1.35404e-05	9.23589e-06	6.22387e-06	4.11603e-06	2.64082e-06	1.60833e-06	8.85648e-07	3.798e-07	1.71519e-07
5.59801	0.0013064	0.00130813	0.00130277	0.00124707	0.00110188	0.000890649	0.000672328	0.000487177	0.000345745	0.000243012	0.000170063	0.000118765	8.28333e-05	5.77003e-05	4.01268e-05	2.78382e-05	1.92438e-05	1.32317e-05	9.02537e-06	6.08203e-06	4.02224e-06	2.58065e-06	1.57169e-06	8.6547e-07	3.71148e-07	1.67611e-07
5.85981	0.00130637	0.00130828	0.00130135	0.00124054	0.00108974	0.000876257	0.000659199	0.000476787	0.000338079	0.000237535	0.000166205	0.000116065	8.09493e-05	5.63883e-05	3.92147e-05	2.72057e-05	1.88067e-05	1.29313e-05	8.82048e-06	5.94398e-06	3.93095e-06	2.52209e-06	1.53602e-06	8.45831e-07	3.62726e-07	1.63808e-07
6.13286	0.00130636	0.0013084	0.00129972	0.00123364	0.00107737	0.000861913	0.000646272	0.000466621	0.0003306	0.000232198	0.000162448	0.000113436	7.91153e-05	5.5111e-05	3.83268e-05	2.659e-05	1.83812e-05	1.26388e-05	8.62101e-06	5.80958e-06	3.84207e-06	2.46507e-06	1.5013e-06	8.26711e-07	3.54526e-07	1.60105e-07
6.41762	0.00130637	0.0013085	0.00129786	0.00122637	0.00106479	0.000847628	0.00063355	0.000456675	0.000323302	0.000226997	0.000158789	0.000110876	7.73294e-05	5.38673e-05	3.74622e-05	2.59904e-05	1.79668e-05	1.23539e-05	8.42676e-06	5.6787e-06	3.75553e-06	2.40954e-06	1.46748e-06	8.08091e-07	3.46542e-07	1.56499e-07
6.71461	0.00130641	0.00130856	0.00129575	0.00121873	0.00105202	0.000833414	0.000621033	0.000446944	0.000316182	0.000221928	0.000155224	0.000108383	7.55899e-05	5.2656e-05	3.66201e-05	2.54064e-05	1.75633e-05	1.20765e-05	8.23757e-06	5.55122e-06	3.67123e-06	2.35546e-06	1.43455e-06	7.89955e-07	3.38764e-07	1.52987e-07
7.02434	0.00130647	0.00130857	0.00129339	0.00121073	0.00103907	0.000819281	0.000608721	0.000437424	0.000309232	0.000216986	0.00015175	0.000105954	7.38954e-05	5.14759e-05	3.57998e-05	2.48375e-05	1.71701e-05	1.18062e-05	8.05324e-06	5.42702e-06	3.5891e-06	2.30277e-06	1.40246e-06	7.72286e-07	3.31187e-07	1.49565e-07
7.34738	0.00130655	0.00130852	0.00129076	0.00120238	0.00102596	0.000805237	0.000596612	0.00042811	0.000302449	0.000212168	0.000148365	0.000103586	7.22442e-05	5.0326e-05	3.50004e-05	2.42831e-05	1.6787e-05	1.15429e-05	7.87363e-06	5.306e-06	3.50907e-06	2.25143e-06	1.37119e-06	7.55068e-07	3.23804e-07	1.46231e-07
7.68427	0.00130667	0.0013084	0.00128785	0.00119367	0.0010127	0.000791293	0.000584708	0.000418997	0.000295828	0.000207468	0.000145064	0.000101279	7.06348e-05	4.92053e-05	3.42213e-05	2.37428e-05	1.64136e-05	1.12862e-05	7.69856e-06	5.18803e-06	3.43106e-06	2.20138e-06	1.34071e-06	7.38285e-07	3.16607e-07	1.4298e-07
8.03564	0.00130682	0.00130821	0.00128464	0.00118463	0.000999321	0.000777456	0.000573006	0.000410081	0.000289363	0.000202885	0.000141846	9.90296e-05	6.9066e-05	4.81128e-05	3.34618e-05	2.32161e-05	1.60496e-05	1.10359e-05	7.52789e-06	5.07303e-06	3.35501e-06	2.15259e-06	1.311e-06	7.21924e-07	3.0959e-07	1.39812e-07
8.40208	0.001307	0.00130792	0.00128112	0.00117525	0.000985831	0.000763734	0.000561506	0.000401357	0.00028305	0.000198413	0.000138708	9.68361e-05	6.75362e-05	4.70475e-05	3.27212e-05	2.27024e-05	1.56946e-05	1.07919e-05	7.36146e-06	4.96089e-06	3.28086e-06	2.10501e-06	1.28202e-06	7.05969e-07	3.02748e-07	1.36722e-07
8.78426	0.00130721	0.00130754	0.00127729	0.00116556	0.00097225	0.000750134	0.000550206	0.000392821	0.000276885	0.000194049	0.000135647	9.46968e-05	6.60442e-05	4.60085e-05	3.19989e-05	2.22015e-05	1.53484e-05	1.05539e-05	7.19914e-06	4.85151e-06	3.20853e-06	2.05861e-06	1.25376e-06	6.90407e-07	2.96075e-07	1.33708e-07
9.18285	0.00130745	0.00130704	0.00127312	0.00115556	0.000958593	0.000736664	0.000539105	0.000384468	0.000270864	0.00018979	0.00013266	9.26098e-05	6.45888e-05	4.4995e-05	3.12943e-05	2.17128e-05	1.50106e-05	1.03217e-05	7.04078e-06	4.74481e-06	3.13797e-06	2.01334e-06	1.22619e-06	6.75226e-07	2.89565e-07	1.30768e-07
9.59854	0.00130771	0.00130642	0.00126862	0.00114525	0.000944877	0.00072333	0.000528201	0.000376295	0.000264981	0.000185633	0.000129745	9.05735e-05	6.31688e-05	4.40062e-05	3.06069e-05	2.1236e-05	1.46811e-05	1.00951e-05	6.88627e-06	4.6407e-06	3.06912e-06	1.96917e-06	1.19929e-06	6.60413e-07	2.83212e-07	1.279e-07
10.0321	0.001308	0.00130567	0.00126377	0.00113466	0.000931117	0.000710138	0.000517492	0.000368297	0.000259235	0.000181575	0.0001269	8.85862e-05	6.1783e-05	4.30411e-05	2.9936e-05	2.07707e-05	1.43595e-05	9.87405e-06	6.73547e-06	4.53909e-06	3.00192e-06	1.92606e-06	1.17304e-06	6.45956e-07	2.77013e-07	1.251e-07
10.4842	0.0013083	0.00130477	0.00125857	0.00112379	0.000917329	0.000697094	0.000506978	0.000360471	0.00025362	0.000177612	0.000124123	8.66465e-05	6.04304e-05	4.20992e-05	2.92811e-05	2.03165e-05	1.40456e-05	9.65824e-06	6.58828e-06	4.4399e-06	2.93633e-06	1.88398e-06	1.14741e-06	6.31844e-07	2.70961e-07	1.22367e-07
10.9558	0.00130861	0.00130371	0.00125301	0.00111265	0.000903526	0.000684203	0.000496657	0.000352813	0.000248133	0.000173742	0.000121412	8.4753e-05	5.911e-05	4.11797e-05	2.86419e-05	1.98731e-05	1.37391e-05	9.44756e-06	6.44459e-06	4.34308e-06	2.8723e-06	1.8429e-06	1.12239e-06	6.18068e-07	2.65054e-07	1.19699e-07
11.4476	0.00130892	0.00130249	0.00124709	0.00110127	0.000889724	0.00067147	0.000486527	0.000345319	0.000242772	0.000169963	0.000118765	8.29043e-05	5.78209e-05	4.0282e-05	2.80177e-05	1.94402e-05	1.34399e-05	9.24186e-06	6.30429e-06	4.24854e-06	2.80979e-06	1.80279e-06	1.09797e-06	6.04617e-07	2.59285e-07	1.17094e-07
11.9605	0.00130922	0.00130108	0.0012408	0.00108964	0.000875934	0.000658899	0.000476586	0.000337986	0.000237533	0.000166271	0.00011618	8.10991e-05	5.65622e-05	3.94055e-05	2.74083e-05	1.90175e-05	1.31478e-05	9.041e-06	6.1673e-06	4.15623e-06	2.74874e-06	1.76362e-06	1.07411e-06	5.91482e-07	2.53653e-07	1.14551e-07
