Normalized height,Theory time 0.01s,FEM time 0.01s,Theory time 0.14819s,FEM time 0.14819s,Theory time 0.5s,FEM time 0.5s,Theory time 1.27925s,FEM time 1.27925s,Theory time 2.12172s,FEM time 2.12172s,Theory time 3.33959s,FEM time 3.33959s,Theory time 5.10627s,FEM time 5.10627s,Theory time 7.68427s,FEM time 7.68427s,Theory time 11.4476s,FEM time 11.4476s,Theory time 16.9414s,FEM time 16.9414s,Theory time 24.9614s,FEM time 24.9614s,Theory time 36.6692s,FEM time 36.6692s,Theory time 53.7605s,FEM time 53.7605s,Theory time 78.7108s,FEM time 78.7108s,Theory time 115.134s,FEM time 115.134s,Theory time 168.305s,FEM time 168.305s,Theory time 245.926s,FEM time 245.926s,Theory time 359.239s,FEM time 359.239s,Theory time 524.655s,FEM time 524.655s,Theory time 766.135s,FEM time 766.135s,Theory time 1118.65s,FEM time 1118.65s,Theory time 1633.27s,FEM time 1633.27s,Theory time 2384.51s,FEM time 2384.51s
1.0,1.0000000000000007,1.0000008927827189,1.0000000000000002,1.0000008927827189,0.9999999999999993,1.000005921033381,0.9999999999999992,0.9999757515294089,0.9999999999455157,1.0000486611640078,0.99999982800224,1.0000536894146699,0.9999763585303246,0.9997369096229635,0.9994311818465467,0.9998249040095487,0.9952477796983862,1.0012755543255378,0.9797055305808002,1.0018462607756757,0.9440990684965075,0.9930619068691486,0.8848037388473714,0.9614970633383971,0.8032189237663488,0.8945710470270781,0.7005603184543203,0.7867527822069841,0.5767064634051113,0.6420774400343756,0.4352823437581734,0.4732363251801594,0.28888034397188106,0.3016422430884942,0.15879242487815018,0.1559305784544459,0.0662891748189943,0.059827886264296,0.018518257190971246,0.015137875454266371,0.0028780285868138466,0.0021630981240383105,0.00019001891147019833,0.0001429712680232542,3.595858723207569e-6,3.4170985848870034e-6
0.004614075000000106,0.3406183679188077,0.6214289286908421,0.09115734350437363,0.1492706604526171,0.04970304941711596,0.08030543708532122,0.031085766481044497,0.04992726071080339,0.024140090763860346,0.03856064867680251,0.019242457014372782,0.030648193435067635,0.015562156593278134,0.02474945201845349,0.012686142900689831,0.02015818148022782,0.010393927902500365,0.01650772178211705,0.0085440987288224,0.013564812375910661,0.007038969718823147,0.011173954609886062,0.005807538680833425,0.00921489786946135,0.004794781905238848,0.007616366701502571,0.003943015190586998,0.006284835643696386,0.003164233245025663,0.005031519024937725,0.00237320031033496,0.0037127597238130394,0.0015738631767348253,0.0023800822248559164,0.000865100494513906,0.0012368239565872755,0.0003611430736092086,0.0004762029930707438,0.00010088736715516025,0.00012068782097696902,1.5679484506916748e-5,1.7253763332839092e-5,1.0352220238773013e-6,1.1404826739032133e-6,1.9590219290355257e-8,2.725839825127533e-8
0.6999597625,1.000000000000001,1.0000008927827189,1.0000000000000007,0.9999983786573879,1.0000000000000002,0.9999858080307329,0.9999999966161428,1.0000536894146699,0.9999955766994402,0.9999078701454717,0.9997467036386329,0.9998349605108726,0.9969136579995123,1.0005590286062018,0.9841392999300873,1.0010241417924375,0.9518727397670564,0.997345976433179,0.8957334111009403,0.9840739088108104,0.8192092487331022,0.9556316089411654,0.7304124476030198,0.9063824078321336,0.6370743841229065,0.8307424331235561,0.5418732994136762,0.725033519456174,0.44130074716909057,0.5903291983463262,0.33219944002502083,0.4350769309061851,0.220401438574445,0.27744378677758347,0.12114935694644019,0.14348289252811347,0.05057476838764442,0.05506738995004047,0.014128348570460495,0.013935193319674126,0.0021957677037815833,0.001991320510797482,0.00014497333029478367,0.00013161823226604075,2.7434301688161645e-6,3.145749037911773e-6
0.019641793749999997,0.9393878972416905,0.9822838515751358,0.3740335895543423,0.5690043872887528,0.20926087847708455,0.3317287809246156,0.13175880407051827,0.2103334850795021,0.10249483006674989,0.1632177707263602,0.08177802483270123,0.13003634460777322,0.06617515992472282,0.10514600100577028,0.05396508631954065,0.08570452123365169,0.04422480471510257,0.07021424083173852,0.03635973085715695,0.05771074132305777,0.029957746994886927,0.047544875547144275,0.024718547316862672,0.03921130431246627,0.02040893347434302,0.03240984105450193,0.01678388246112701,0.02674325397095267,0.01346908202565716,0.021408657137362445,0.010101951922385858,0.015795822053390043,0.006699432795487326,0.010124835250511522,0.0036824565138537935,0.0052609329613918145,0.0015372707245440971,0.0020254397056645333,0.0004294453011489851,0.0005133064547056965,6.674255792182501e-5,7.33827929864025e-5,4.406609532354223e-6,4.850627707372009e-6,8.338930690680594e-8,1.1593360997604101e-7
0.009556075000000108,0.638683676713416,0.8628126158458395,0.18744748954994297,0.30261772371692364,0.10271978468691563,0.16544151458163298,0.06432726610704201,0.10321842111448974,0.04997074931342129,0.07978174477887315,0.03983978154296092,0.06343465046415392,0.03222360375244321,0.051235108707991514,0.026270256311266553,0.041734229082128496,0.021524555744642484,0.03417802539979684,0.017694319148872872,0.02808529407264245,0.0145775811208114,0.023135081860909384,0.01202747313084449,0.01907876691061469,0.009930133877431722,0.015768895771094995,0.008166145299315244,0.013011855650609704,0.0065532721534636565,0.010416775483947673,0.004915009698407777,0.0076862845269577845,0.003259545049940487,0.004927132541194452,0.0017916640302741793,0.0025603349545875584,0.0007479443820532725,0.000985763401033245,0.00020894250782586656,0.0002498271256666401,3.2472953816442587e-5,3.571566445223871e-5,2.143993761803991e-6,2.3608265389457595e-6,4.057227047158731e-8,5.642552045384868e-8
0.1679584187500001,1.0000000000000002,1.0000008927827189,0.9999692575227199,0.9998978136441478,0.9767338265863507,1.000033576412022,0.843973476030621,0.9646824601327788,0.7293183982744823,0.9047909664976084,0.6200400233060809,0.8235319216742374,0.5223121220976452,0.7312735785277252,0.4372726694055777,0.6366494434447386,0.36464854615282755,0.5459599145047728,0.30332205437276283,0.4631144565975385,0.2518942378142201,0.38978244894282227,0.20895586849553022,0.32614993681511834,0.1731461042956866,0.27228731572369486,0.142703202225653,0.2259054745546729,0.11462987690862073,0.18107811707781052,0.08599445608438583,0.13349879801363154,0.0570315625075276,0.08546165672667673,0.03134839650896126,0.04435646180236536,0.013086637267911956,0.017064198282881412,0.0036558263894993096,0.00432303850666088,0.000568172952179176,0.000617961949859388,3.751304152938188e-5,4.0846994252817285e-5,7.098851191905252e-7,9.76270063783375e-7
0.003189612499999994,0.2393999883584592,0.4904329424442248,0.06308698350979516,0.10352388734220669,0.0343702823518281,0.055563175465314404,0.021491772870617168,0.034528997296004955,0.016688864022540637,0.026665567498224654,0.013302577096167854,0.0211933725852686,0.010758146020078156,0.01711417909446177,0.00876985532606952,0.013939341626470281,0.0071852087296083314,0.011415134652889247,0.005906413758775268,0.009380176468721534,0.0048659239101702546,0.007726937933560114,0.004014647223315785,0.006372276922708695,0.003314541847494714,0.005266916579679604,0.002725729264745176,0.004346143318452804,0.002187371691571721,0.003479474034349205,0.0016405461505964857,0.0025675504942875393,0.0010879802838218895,0.0016459450575761784,0.0005980267503929562,0.0008553330929861033,0.00024965101754797093,0.00032932276298284504,6.974142855990577e-5,8.346317850106188e-5,1.0838915509743797e-5,1.193206396219692e-5,7.156283770478695e-7,7.88716314090498e-7,1.3542328614939153e-8,1.8850861449359204e-8
0.000139600000000073,0.010639889153221692,0.03006567059587407,0.0027640103051023144,0.004666141190582956,0.0015047512609424295,0.002500579223720263,0.0009407455271120264,0.0015537495675629412,0.0007304758791241843,0.001199944252106782,0.0005822417733964959,0.0009537359584415886,0.00047086679208846515,0.0007702022951529867,0.00038383860364143025,0.0006273496938453559,0.0003144797903622596,0.0005137665396412703,0.00025850879283177203,0.00042219203858479107,0.0002129685598202476,0.00034779152766439825,0.0001757100942687311,0.0002868265025128893,0.0001450682109099473,0.00023707623622538858,0.00011929743786570296,0.00019563465133178894,9.573502008383358e-5,0.00015662623693353466,7.180201940707781e-5,0.00011557836406677019,4.761778912766059e-5,7.409403904254345e-5,2.617392254715436e-5,3.850458368192114e-5,1.0926511887308384e-5,1.4825319393115989e-5,3.0523831053532587e-6,3.757335165931736e-6,4.743883695166178e-7,5.371554475955978e-7,3.1321009806043474e-8,3.5506237812166106e-8,5.927090385863775e-10,8.486279207283165e-10
0.0004244937500000323,0.032345721978491816,0.08700005001671789,0.008404625700941321,0.013914376361933416,0.004575604463623598,0.007456267200424254,0.0028606005272835246,0.004632829029947157,0.0022212183954608803,0.0035778266172980704,0.0017704714391562173,0.002843702020644987,0.0014318045461981703,0.0022964448174694163,0.0011671707480534932,0.0018705042180160987,0.0009562655946105175,0.001531833937052582,0.0007860698498948604,0.001258794897854917,0.0006475917889540155,0.0010369610492738045,0.0005342967898036213,0.0008551847595915741,0.00044112138996312824,0.0007068538791876862,0.0003627579877739517,0.0005832921615448468,0.0002911097175378534,0.00046698620960728424,0.00021833458226136883,0.00034459858849402353,0.00014479551111425113,0.00022091342729743194,7.958929976659517e-5,0.00011480175075202313,3.322518542780839e-5,4.4201843094508635e-5,9.281644107290151e-6,1.1202515073646263e-5,1.442513558264934e-6,1.6015380618546598e-6,9.524049113978957e-8,1.0586252672510633e-7,1.8023014036752709e-9,2.5301905918688238e-9
0.0006639062500000958,0.050568521562138986,0.13221005736895905,0.013144443972002547,0.02168747363657076,0.007156167371889046,0.0116214186362981,0.004473952055274628,0.007220618233149277,0.003473968747166078,0.005576254560406299,0.002769005807573644,0.004432025839759891,0.0022393339106459727,0.003579083679963572,0.0018254486781201721,0.002915228886312042,0.0014955944230841153,0.0023873958154438067,0.0012294093003720778,0.0019618499336674566,0.001012830384132444,0.00161611747464915,0.0008356376030568619,0.0013328132617249971,0.0006899117503847649,0.001101634409288544,0.0005673517747421397,0.0009090624654349836,0.0004552942235860872,0.0007277990573202783,0.000341474256446247,0.0005370573967076887,0.0002264594962253888,0.0003442918652036412,0.00012447728932726997,0.00017891772918087907,5.1964033250430776e-5,6.888829113216717e-5,1.451644759238006e-5,1.745899138360893e-5,2.2560843992502797e-6,2.4959783743645257e-6,1.4895567879158214e-7,1.6498570365912202e-7,2.818790891968771e-9,3.943279875412769e-9
