Normalized radial position,Theory 0.01s,FEM 0.01s,Theory 0.173699s,FEM 0.173699s,Theory 0.649789s,FEM 0.649789s,Theory 1.49688s,FEM 1.49688s,Theory 2.81308s,FEM 2.81308s,Theory 4.80621s,FEM 4.80621s,Theory 7.84s,FEM 7.84s,Theory 12.4589s,FEM 12.4589s,Theory 19.4911s,FEM 19.4911s,Theory 30.1976s,FEM 30.1976s,Theory 46.4982s,FEM 46.4982s,Theory 71.3158s,FEM 71.3158s,Theory 109.101s,FEM 109.101s,Theory 166.628s,FEM 166.628s,Theory 254.213s,FEM 254.213s,Theory 387.56s,FEM 387.56s,Theory 590.581s,FEM 590.581s,Theory 899.68s,FEM 899.68s,Theory 1370.28s,FEM 1370.28s,Theory 2086.77s,FEM 2086.77s
0.9904439233333333,0.00032066960966335673,0.000313926,0.00015830685025843642,0.000166348,8.643722583514942e-5,9.15168e-5,5.778866045280755e-5,6.10227e-5,4.248905301640756e-5,4.47506e-5,3.2706985177606874e-5,3.44264e-5,2.575624952807169e-5,2.71262e-5,2.0549722108978925e-5,2.16752e-5,1.6525600219085065e-5,1.74725e-5,1.3351023821067927e-5,1.41634e-5,1.0808307978792023e-5,1.15182e-5,8.743109876841359e-6,9.37399e-6,7.0370028048564114e-6,7.60703e-6,5.587991197501447e-6,6.10936e-6,4.2869053519946005e-6,4.77526e-6,3.0261241177047893e-6,3.47047e-6,1.8169694328979242e-6,2.16828e-6,8.383693284955663e-7,1.0553e-6,2.582739920867672e-7,3.53191e-7,4.300729697343053e-8,6.88248e-8
0.9993360966666667,4.8619324968617584e-5,7.81605e-5,1.177453657960861e-5,1.27344e-5,6.112313108268477e-6,6.53009e-6,4.043056119751369e-6,4.29449e-6,2.9612400324411547e-6,3.13505e-6,2.2753561651149894e-6,2.40713e-6,1.7900374297749182e-6,1.89492e-6,1.42736170601594e-6,1.51342e-6,1.1474454789773602e-6,1.21968e-6,9.268164130762931e-7,9.88578e-7,7.501988016628904e-7,8.03915e-7,6.068008508889862e-7,6.54258e-7,4.883641316549279e-7,5.30942e-7,3.8779045825856806e-7,4.26421e-7,2.9749377461086473e-7,3.33315e-7,2.099995387049683e-7,2.42251e-7,1.260894853612125e-7,1.51362e-7,5.817904865122401e-8,7.36705e-8,1.792304970461556e-8,2.4657e-8,2.984512358707694e-9,4.80487e-9
0.0,0.00032261984475102776,0.000320731,0.00032473955685747663,0.000323023,0.00032731804974627947,0.000325769,0.0003300929540206153,0.000328691,0.0003331217028051959,0.000331987,0.0003365742601463453,0.000335622,0.0003406661795903305,0.000340023,0.00034560433133565244,0.000345417,0.0003516265452760321,0.000351524,0.00035901632308089134,0.000359394,0.00036802238509661244,0.000370548,0.0003772609762365713,0.000381582,0.0003777745875192107,0.000381192,0.0003530267541402854,0.000356064,0.00029511569757182554,0.000301089,0.0002140186487172504,0.000223628,0.0001290108713753709,0.000139472,5.9538303366074894e-5,6.75315e-5,1.834182393666857e-5,2.25244e-5,3.054245856640052e-6,4.38307e-6
0.98629098,0.00032259794312093247,0.000319515,0.00021196056372675527,0.000218192,0.00012164173419811156,0.000128028,8.223376609635401e-5,8.66613e-5,6.070780683248686e-5,6.38907e-5,4.6821119625694324e-5,4.92681e-5,3.6909613272813624e-5,3.88688e-5,2.946659279510764e-5,3.10795e-5,2.370523036315794e-5,2.50632e-5,1.91559318773418e-5,2.03211e-5,1.5509964157791708e-5,1.6528e-5,1.2547577900694303e-5,1.34521e-5,1.0099676401861136e-5,1.09169e-5,8.02030754787091e-6,8.76767e-6,6.153002640662543e-6,6.85307e-6,4.343426533632509e-6,4.98045e-6,2.6079168489853083e-6,3.11162e-6,1.2033210625267596e-6,1.51438e-6,3.707036077523381e-7,5.06832e-7,6.172886405990072e-8,9.87637e-8
0.5100684033333334,0.00032264745479267066,0.000320731,0.0003247395568575372,0.000323003,0.00032731804974626445,0.000325749,0.0003300929540206088,0.000328731,0.0003331217028051909,0.000331959,0.00033657426007762086,0.000335583,0.00034066593604565866,0.000340085,0.00034557221178956195,0.00034567,0.0003509390100186931,0.000351443,0.0003539729384188211,0.000354537,0.00034892670413158464,0.000350572,0.00033103304737626247,0.000335981,0.0002997167426703439,0.000309713,0.00025714188778026473,0.000271985,0.00020530237771071896,0.000222857,0.00014677388097399604,0.000164072,8.82919865006171e-5,0.000102344,4.074254048270331e-5,4.96289e-5,1.2551446105642555e-5,1.65698e-5,2.090043082219084e-6,3.22569e-6
0.99974309,1.8908954194553113e-5,3.32229e-5,4.557473959394243e-6,4.97644e-6,2.365332853975687e-6,2.55156e-6,1.5645056418545589e-6,1.67804e-6,1.145866604360076e-6,1.22502e-6,8.804538266084152e-7,9.40602e-7,6.926559026965301e-7,7.40462e-7,5.523170274225063e-7,5.91393e-7,4.4400291246366793e-7,4.76615e-7,3.5863038451743744e-7,3.86308e-7,2.9028826699877064e-7,3.14149e-7,2.3480056603077792e-7,2.55668e-7,1.8897163386182696e-7,2.0748e-7,1.5005480865394397e-7,1.66636e-7,1.1511466394943902e-7,1.30253e-7,8.12589299154598e-8,9.4667e-8,4.879009107801295e-8,5.91493e-8,2.251227431007514e-8,2.87891e-8,6.9352906377288895e-9,9.63554e-9,1.1548514879251448e-9,1.87766e-9
0.9968103866666667,0.00020617594333093993,0.000234656,5.6158497053488334e-5,6.03624e-5,2.9315819281113183e-5,3.11804e-5,1.9413652115000717e-5,2.05301e-5,1.4224945678333037e-5,1.49922e-5,1.0932283056975358e-5,1.15124e-5,8.601408932913025e-6,9.06295e-6,6.8591206688097645e-6,7.23831e-6,5.514204484659212e-6,5.83335e-6,4.45404666139058e-6,4.72795e-6,3.605320557985596e-6,3.84471e-6,2.9162033837679326e-6,3.12891e-6,2.347026416998745e-6,2.53912e-6,1.8636866854743644e-6,2.03924e-6,1.4297314133362502e-6,1.59397e-6,1.009241668728706e-6,1.15847e-6,6.059764438744845e-7,7.23815e-7,2.7960406893822814e-7,3.5229e-7,8.613680941109382e-8,1.17908e-7,1.4343338687548485e-8,2.29765e-8
0.9933509833333334,0.00030428504259108626,0.0002991,0.00011408256171864421,0.000121412,6.0707733807320795e-5,6.44512e-5,4.0363928457334526e-5,4.26575e-5,2.9618535052054207e-5,3.12036e-5,2.2778182706903597e-5,2.39781e-5,1.7928281780957686e-5,1.88829e-5,1.4299856513105312e-5,1.50838e-5,1.1497502230872445e-5,1.21571e-5,9.28776509382011e-6,9.85374e-6,7.518357883986489e-6,8.01303e-6,6.08150825925342e-6,6.52119e-6,4.894637503199354e-6,5.29193e-6,3.886699241389683e-6,4.25005e-6,2.9817090944276965e-6,3.322e-6,2.104780811513739e-6,2.41433e-6,1.263768648207048e-6,1.50845e-6,5.831164973263767e-7,7.34167e-7,1.7963899735901216e-7,2.45717e-7,2.9913146287031777e-8,4.7882e-8
0.30004023733333335,0.0003226499661715786,0.000320731,0.00032473955685755496,0.000323005,0.00032731804974627595,0.000325749,0.000330092954020613,0.000328728,0.00033312170280519184,0.000331943,0.0003365742601463405,0.000335665,0.0003406661795898601,0.000340028,0.0003456043233891555,0.000345229,0.0003516231873728256,0.000351869,0.00035885542648718795,0.000360064,0.00036605324123460047,0.00036806,0.0003678414746594141,0.000371106,0.000355252118329832,0.000361456,0.0003207774704273828,0.000331182,0.0002631776495153039,0.000277364,0.00018975687971021916,0.000205459,0.0001142900936771633,0.000128145,5.274256924031811e-5,6.20744e-5,1.6248272123007746e-5,2.07104e-5,2.7056315645350408e-6,4.03055e-6
0.6570881199999999,0.0003226505105133725,0.000320731,0.00032473955685754423,0.000323013,0.00032731804974626944,0.000325754,0.0003300929540206109,0.000328718,0.00033312170094350194,0.0003319,0.0003365712937055749,0.00033584,0.0003404844604333142,0.000340285,0.00034340872712865396,0.000343006,0.00034083869799100814,0.000340251,0.00032789370124868775,0.000328888,0.00030347500720601014,0.000308068,0.00027032689531024205,0.000279012,0.00023235881057264424,0.000244278,0.000192319361611759,0.000206365,0.00015070261114895643,0.000165644,0.00010710418769456436,0.000121237,6.437271895484303e-5,7.56414e-5,2.9703698802129135e-5,3.67215e-5,9.150735923100825e-6,1.22696e-5,1.5237632497708403e-6,2.38929e-6
